,priv_mrna_0,priv_mrna_1,priv_mrna_2,priv_mrna_3,priv_mrna_4,priv_mrna_5,priv_mrna_6,priv_mrna_7,priv_mrna_8,priv_mrna_9,priv_mrna_10,priv_mrna_11,priv_mrna_12,priv_mrna_13,priv_mrna_14,priv_mrna_15,priv_mrna_16,priv_mrna_17,priv_mrna_18,priv_mrna_19,priv_mrna_20,priv_mrna_21,priv_mrna_22,priv_mrna_23,priv_mrna_24,priv_mrna_25,priv_mrna_26,priv_mrna_27,priv_mrna_28,priv_mrna_29,priv_mrna_30,priv_mrna_31,priv_mrna_32,priv_mrna_33,priv_mrna_34,priv_mrna_35,priv_mrna_36,priv_mrna_37,priv_mrna_38,priv_mrna_39,priv_mrna_40,priv_mrna_41,priv_mrna_42,priv_mrna_43,priv_mrna_44,priv_mrna_45,priv_mrna_46,priv_mrna_47,priv_mrna_48,priv_mrna_49,priv_mrna_50,priv_mrna_51,priv_mrna_52,priv_mrna_53,priv_mrna_54,priv_mrna_55,priv_mrna_56,priv_mrna_57,priv_mrna_58,priv_mrna_59,priv_mrna_60,priv_mrna_61,priv_mrna_62,priv_mrna_63
TARGET-10-PANSHK,1.3112288,0.6321402,0.47043642,0.2867435,0.37559026,1.3185066,0.50340843,0.23231173,0.07878059,-0.014463707,0.031369854,1.5738447,0.51252526,0.5048176,0.3320294,1.1901181,0.2610827,0.28509924,-0.01421491,0.36554372,-0.04697893,-0.017303085,0.66103876,0.29028273,0.07869136,-0.022219786,-0.005393143,0.4692071,0.07667403,0.46841824,0.08726126,-0.0049707056,0.3721878,-0.055252135,-0.09302785,-0.017716523,0.777986,-0.15121067,0.0011976026,-0.022754006,-0.011268749,-0.029423553,0.41945282,0.49377745,0.21916226,1.6856067,0.2565626,1.6003656,0.5964773,-0.0050925105,0.994667,0.16313685,0.4550269,0.22238739,2.3759155,1.8146017,-0.024176471,1.7571961,0.1453346,-0.0976557,-0.07676702,-0.030390618,0.5989905,-0.079204485
TARGET-10-PANTSM,1.5599416,0.7428036,0.38312116,0.3922671,0.4081328,1.449257,0.2754007,0.37556398,-0.027746934,-0.01756244,0.051344212,1.6535645,0.60044074,0.6265552,0.23801312,1.6581911,0.2765375,0.49987248,0.13198486,0.26833165,-0.08761902,-0.0021446196,0.8435589,0.57676864,0.019246487,-0.039078638,-0.013011612,0.6643446,0.07768497,0.36392078,0.11098157,-0.021424286,0.47946322,-0.0598541,-0.074817464,-0.0008860831,0.8828546,-0.16342466,-0.00025835112,-0.013816649,-0.009858535,-0.046791553,0.46508202,0.6609999,0.31352374,1.869299,0.20619778,1.6336932,0.6722355,0.018703245,1.3608944,0.26005328,0.5505502,-0.0027735208,2.7602472,2.3167808,0.0004937388,2.0503483,0.29016143,-0.11148148,-0.10743411,-0.047444813,0.5948179,-0.107386105
TARGET-10-PANUHA,0.9452003,0.53096384,0.40160295,0.3195074,0.22015853,1.0274491,0.29863364,0.14156295,-0.004962194,-0.01464544,0.113668576,1.1243035,0.3885509,0.38260597,0.12875581,0.9770717,0.25786224,0.22715083,-0.004167374,0.4046449,-0.058390297,-0.027210921,0.47228476,0.13240504,0.091732174,-0.023437122,-0.004874582,0.47092572,0.097678125,0.21145238,-0.009440678,-0.0036338635,0.3236009,-0.045964655,-0.064026944,-0.01438445,0.32302067,-0.10935914,0.011920232,0.045094922,0.045812413,-0.01744479,0.2680281,0.4839965,0.23587827,1.3255104,0.27533606,1.2136254,0.3983753,-0.002692412,0.77069026,0.16362977,0.37753457,0.18532373,1.7033737,1.501417,-0.004429111,1.2861129,0.0501054,-0.08284222,-0.059351154,-0.02160803,0.44645527,-0.05353805
TARGET-10-PANUSN,1.5101954,0.58059514,0.31080624,0.4105092,0.39376453,1.3416904,0.3418061,0.28894606,-0.011499705,-0.009069523,-0.0036854146,1.3792807,0.73870045,0.52342755,0.34149694,1.4438871,0.3407345,0.3937631,-0.014274028,0.3275383,-0.07566612,-0.013350864,0.56604135,0.74545026,0.16123559,-0.02305597,-0.02230115,0.61280525,0.05803833,0.24762529,0.052289013,-0.0098190075,0.5062051,-0.06406822,-0.09158906,0.012660812,0.960153,-0.15254782,0.13203768,-0.03090232,-0.011543453,-0.0337932,0.4697026,0.4421987,0.19296455,1.8667793,0.24945143,1.5299575,0.89399356,0.006846659,1.4516346,0.13025942,0.29379466,0.09223914,2.4945438,2.0041227,0.028392736,1.8449676,0.074746266,-0.087083034,-0.09993426,-0.06313057,0.37191704,-0.08998603
TARGET-10-PANWHJ,1.196833,0.60899645,0.11446957,0.085974135,0.7529915,1.5025958,0.24727264,0.092828065,-0.013073905,0.00030088658,0.14021583,1.4048613,0.38830742,0.3024639,0.20052773,1.5741119,0.1031547,0.28237772,0.31825945,0.303571,-0.043659683,-0.0118128015,0.5487813,0.8540338,0.06416194,-0.023347145,-0.027316784,0.5440915,0.34281167,0.70770085,-0.021173945,-0.036170896,0.48167422,-0.055285294,-0.08228143,-0.0030885853,0.6302728,-0.11946837,-0.002814417,-0.0054696756,-0.012985065,-0.031692874,0.2512817,0.8340899,0.3713544,1.6550074,0.018154807,1.4635706,0.49786222,-0.01624459,0.6839666,0.18915065,0.59636796,0.068176836,2.2534251,1.635458,0.10122427,1.5051152,-0.001504193,-0.06732385,-0.07170584,-0.041654117,0.2328926,-0.07135864
TARGET-10-PANWYH,1.7759552,0.7837765,0.5046702,0.37241971,0.39638096,1.5512927,0.27588117,0.3285562,-0.02170654,-0.0070750886,-0.014669715,1.8233134,0.78836614,0.6715348,0.3945838,1.7558041,0.3971066,0.513497,-0.018493226,0.20999126,-0.08224568,-0.018963046,0.8172977,0.9399548,0.16381356,-0.036394056,-0.02164206,0.6215208,0.14345811,0.20548299,0.18140782,-0.0074621276,0.5800218,-0.077253185,-0.117091775,0.04944596,1.337905,-0.17369454,0.06773546,-0.015015381,-0.017030094,-0.030393958,0.38402453,0.5147362,0.38842472,2.3079648,0.42854872,2.1468801,0.7016654,-0.010570484,1.5857611,0.50342643,0.5213852,0.15234494,3.1577663,2.402571,-0.0058562784,2.4722717,0.022955742,-0.1316716,-0.12735836,-0.07698889,0.7711349,-0.102916025
TARGET-10-PANXPE,0.7978314,0.35882384,0.17986065,0.017426243,0.5371297,1.2971017,0.10105949,0.04020313,-0.00082961604,-0.016365798,0.07664716,1.0421596,0.36460018,0.27102318,0.019975264,1.1565678,0.06010873,0.14924133,0.08073781,0.16165186,-0.044448867,-0.0026378362,0.35785997,0.40838024,-0.015219149,0.07366628,-0.028187249,0.24220185,0.21193989,0.6604318,-0.008135368,-0.013623806,0.28021315,-0.050765645,-0.064163655,0.056058537,0.56696093,-0.08022478,-0.005693728,-0.00456926,0.016599953,-0.041222226,0.11740046,0.4034198,0.33194917,1.0890963,-0.00088720286,1.0182906,0.19362201,0.053506017,0.44128266,0.052818425,0.24659327,-0.011040779,1.7285161,1.1166705,0.0902423,1.1352185,0.049098164,-0.040641442,-0.058368243,-0.041663673,0.23023137,-0.06481258
TARGET-10-PANYGB,1.3541474,0.66044647,0.3185437,0.023712168,0.10757996,1.6293708,0.28795028,0.28509486,-0.03001496,-0.058614384,0.018314827,1.6112798,0.8321816,0.83654326,0.26921508,1.4387834,0.30364513,0.40547353,-0.022742052,0.26291615,-0.06072094,-0.003799741,0.7895412,0.59072524,0.113539636,-0.044648997,-0.026957667,0.6634672,0.21284127,0.5322351,0.11707893,-0.025891233,0.72581613,-0.07621685,-0.08991746,0.19547266,0.7917442,-0.16899489,-0.007970824,-0.04454652,-0.01562858,-0.040446144,0.19931714,0.4641199,0.09967737,2.116659,0.28397256,1.6640614,0.78379107,0.014695391,1.0483218,0.07625576,0.6523274,0.26358166,2.5607173,2.0527313,-0.016701013,1.8862076,0.16529925,-0.0916478,-0.0929627,-0.0398197,0.5275874,-0.10206925
TARGET-10-PANYZE,1.460763,0.645386,0.29927766,0.28375646,0.32949468,1.3661512,0.388482,0.3715251,-0.016121842,-0.0058784215,-0.0058158813,1.506428,0.5287972,0.61848885,0.26424268,1.481633,0.19118306,0.45146224,0.0041387193,0.5579977,-0.067544706,-0.026160419,0.5725308,0.5918615,-0.0009515742,-0.03915535,-0.010397988,0.44943583,0.14571272,0.47709948,-0.0016826469,-0.0106482385,0.38870984,-0.08544797,-0.07276895,0.13411216,0.82431585,-0.1443246,0.07921465,-0.008569278,-0.022186333,-0.021502005,0.38252255,0.37731847,0.1870922,1.7439094,0.44335324,1.7849164,0.67681557,0.028715208,1.04691,0.21998137,0.38459674,0.059311606,2.4955668,1.9061211,-0.022183714,1.8815539,-0.010102086,-0.087214194,-0.10060904,-0.04449978,0.38990107,-0.08111575
TARGET-10-PAPAGK,1.1050338,0.5238415,0.24704406,0.2760842,0.36250034,1.0938003,0.19497943,0.18032545,-0.017717555,-0.007409656,0.034470215,1.3374184,0.4747551,0.38516802,0.10036652,1.0872666,0.23215148,0.4370338,0.015460104,0.225656,-0.05747817,0.019569965,0.42807442,0.35652807,0.04457345,-0.0354917,-0.011475291,0.38976207,0.13402252,0.46188155,0.035991143,-0.01943037,0.32181817,-0.038820036,-0.057116605,0.034877006,0.65564185,-0.11461768,-0.009627364,-0.021596171,0.083708115,-0.027899219,0.25678334,0.4853477,0.10227764,1.3458326,0.23222433,1.2682322,0.39270535,-0.0029510052,0.74319136,-0.0009274759,0.3006281,-0.00037928336,1.9787266,1.4782225,0.087434396,1.4760077,0.23162308,-0.057211466,-0.065517485,-0.030989608,0.32581684,-0.07100885
TARGET-10-PAPAIZ,1.0923425,0.50481284,0.00864318,0.102326974,0.7261502,1.3398728,0.15890035,0.22142175,-0.0019230269,0.0799064,0.049416054,1.3096524,0.29492578,0.13373835,0.21149707,1.277564,-0.013270812,0.49570504,0.11565191,0.033918917,-0.04144042,0.019620681,0.5534401,0.61745524,-0.008655845,0.09104001,-0.009336633,0.3437985,0.31794128,0.85907376,-0.010789099,-0.019753803,0.3103135,-0.04331382,-0.075088315,-0.0036668298,0.7682654,-0.10323925,-0.007149787,0.024174958,-0.012571678,-0.022823267,0.19703001,0.4873373,0.24552163,1.427086,0.019728392,1.299103,0.29165837,-0.002797377,0.61510795,0.23473953,0.2909089,-0.00095722044,1.911583,1.1532067,0.032502744,1.3856734,0.021759238,-0.05679393,-0.07761185,-0.03536646,0.036466632,-0.074152134
TARGET-10-PAPBSY,1.394798,0.63692355,0.32845125,0.12739687,0.39015704,1.1652405,0.3566308,0.23651743,-0.02578171,-0.04547665,-0.010610704,1.6941808,0.47457564,0.59180707,0.15210867,1.3668389,0.07228781,0.36142132,0.010392806,0.1276605,-0.062081214,-0.025067225,0.53657585,0.48080382,0.08732079,-0.04050305,-0.001951483,0.505591,0.12928715,0.61259466,0.122364774,-0.0048462762,0.486785,-0.056135423,-0.05991277,0.12723978,0.6742165,-0.12879662,0.021172103,-0.02228476,0.05798418,-0.03681134,0.25362056,0.6772101,0.17800744,1.576235,0.30257735,1.7023016,0.36690998,0.07251365,0.9035624,0.2478326,0.52375245,0.08333756,2.5898182,1.8360959,-0.018378863,1.8849657,0.2818943,-0.06751781,-0.08407879,-0.025894022,0.3795936,-0.07773187
TARGET-10-PAPCUR,1.1645591,0.49549666,0.19965428,0.32143176,0.4460685,0.9838581,0.34896484,0.26727957,-0.019472985,-0.011453486,0.14350119,1.1183279,0.34367743,0.36763722,0.15107185,1.1088042,0.13933489,0.31932998,-0.011319536,0.19211316,-0.054183163,0.014023149,0.5469772,0.68820655,0.13256234,-0.033054586,-0.014623657,0.4390478,0.22182453,0.44827205,0.083134145,0.019175319,0.39353743,-0.046139523,-0.06644008,-0.0004250009,0.7868984,-0.116054796,0.08669835,-0.012443142,-0.008867248,-0.009778829,0.24366994,0.38296616,0.12645201,1.3724358,0.10071045,1.233059,0.53539276,-0.00711741,0.81242496,0.20273365,0.2649646,0.042293757,1.9203154,1.3720456,0.0019538216,1.2818632,-0.0050021554,-0.053555857,-0.07276373,-0.0560595,0.22716781,-0.07383191
TARGET-10-PAPCVZ,1.1909181,0.6472454,0.2148274,0.29946262,0.48811287,1.314039,0.28560525,0.19864476,-0.017936349,-0.0066068606,-0.008853159,1.1773648,0.4299325,0.4910856,0.17735405,1.1075901,0.19764704,0.34267923,0.09964534,0.25768697,-0.05598228,-0.0057146526,0.64993155,0.5199684,0.021562079,-0.009552239,-0.021588976,0.44857904,0.11121702,0.39632505,-0.0040076915,-0.028250804,0.48027083,-0.058689363,-0.07386758,0.07270042,0.69576323,-0.1259662,-0.011019711,-0.00028611076,-0.0035322339,-0.034142565,0.22481489,0.5929426,0.23340811,1.6209096,0.21192558,1.3711236,0.58301836,0.058486708,1.0354277,0.18349043,0.38590917,0.07355988,2.1605012,1.6380738,-0.0048398403,1.591379,0.089292064,-0.08082071,-0.078488395,-0.040900555,0.3963627,-0.067070074
TARGET-10-PAPDJM,1.4965698,0.48325026,0.07675625,0.19047527,1.0621,1.584542,0.38601637,0.30145437,-0.015793096,0.1815194,0.23393856,1.3870485,0.37830302,0.18735956,0.2506751,1.5798059,-0.026372453,0.5947286,-0.0026955926,0.12700495,-0.047430314,0.012437375,0.75964236,1.0289918,-0.007741836,0.3018108,-0.018361779,0.6675044,0.42908365,0.9649244,0.04070897,-0.010866923,0.4245751,-0.057381816,-0.06961023,-0.028059566,1.1124393,-0.14660488,-0.024585504,-0.007886118,0.05034577,-0.02764836,0.56894326,0.31065986,0.18516988,1.6453005,0.11468445,1.4914836,0.41610202,0.047759496,0.6979798,0.12514253,0.21291316,0.10849038,2.4403343,1.4838313,-0.008979154,2.1031458,-0.0106194215,-0.08490354,-0.09158664,-0.033119723,0.23366119,-0.094691634
TARGET-10-PAPDKJ,1.1564494,0.5123089,0.472187,0.23909365,0.4460242,1.2221328,0.37555307,0.326605,-0.011911086,-0.026338084,0.17193885,1.2834581,0.34387287,0.4251437,0.12985313,1.2379607,0.15177962,0.36078078,-0.00029547626,0.275038,-0.056193586,-0.014589488,0.5408802,0.46539965,0.1728772,-0.015194121,-0.011341686,0.47159126,0.14112628,0.52603364,0.108862594,-0.008812611,0.45696902,-0.041642003,-0.061852362,-0.0027515907,0.60566205,-0.121323705,-0.0068709403,-0.018923411,0.04289546,-0.046331864,0.23745988,0.39574772,0.19833194,1.5683118,0.029966276,1.3090452,0.43833357,-0.011236913,0.93817395,0.24804662,0.33990267,0.18669331,1.9999952,1.5060561,-0.0060958974,1.6305419,-0.0029848672,-0.081827976,-0.07402526,-0.026394753,0.47762626,-0.07110117
TARGET-10-PAPDUF,1.5166552,0.68157214,0.17240873,0.28916055,0.8621252,1.5328696,0.42253512,0.21659228,-0.0061867754,0.23308657,0.060064238,1.6274762,0.41622484,0.13420281,0.37654224,1.7300439,-0.009345035,0.4146308,-0.017421285,0.058811367,-0.07202598,0.036250368,0.79690105,0.8932096,0.0866103,-0.0024302688,-0.014704707,0.5110237,0.29464725,0.91882795,-0.013350635,-0.028082667,0.38688585,-0.06516993,-0.07901537,-0.00806958,1.1500906,-0.1369968,-0.017317323,0.017997067,-0.026400676,-0.018923428,0.34510022,0.6442634,0.27347484,1.9063351,0.09464243,1.6794031,0.5962847,-0.017849786,0.9054789,0.22662863,0.42390585,0.05493181,2.4615,1.5386429,-0.00191918,2.0215552,-0.015598881,-0.09231841,-0.08085238,-0.04105624,0.16715342,-0.08254186
TARGET-10-PAPDUV,1.0828305,0.44164285,0.29767457,0.117611095,0.4956745,1.1864548,0.49957037,0.1661022,-0.0038045568,-0.00083156064,-0.000367349,1.4358759,0.3332121,0.31891376,0.38657916,1.2704297,-0.000848344,0.19375981,-0.005745813,0.21006906,-0.05847124,-0.024473676,0.78339136,0.5304228,0.20137483,-0.012624714,-0.015757263,0.29951838,0.072725296,0.48681766,0.13889068,-0.020569807,0.22632092,-0.04362558,-0.07411462,-0.010643205,0.85040915,-0.1367917,0.0011308827,-0.0075048,-0.025848275,-0.03649462,0.36596242,0.39820945,0.08163875,1.4214745,0.048628252,1.4609253,0.5144917,-0.0034539183,0.90043706,0.100692205,0.2008206,0.20923276,2.1015677,1.6329279,-0.028681068,1.4839195,-0.0014023137,-0.09024157,-0.065287404,-0.04275624,0.29813656,-0.07277443
TARGET-10-PAPDWT,0.86053556,0.36287302,0.08131294,0.0029350836,0.5330811,1.2054818,0.26953775,0.1335473,0.06150445,0.13277109,0.09270172,0.9698277,0.33307564,0.33853996,0.08608855,1.1018915,0.15847033,0.17871152,0.115654044,0.1614465,-0.034314085,0.0058690626,0.22911125,0.32582787,0.0198087,0.0345184,0.032447036,0.16242486,0.2155733,0.7238433,0.123778984,-0.024075275,0.12885667,-0.031246636,-0.041275214,0.276651,0.5368362,-0.08848662,-0.0050096055,0.06200691,-0.016490713,-0.017764991,0.14353254,0.23441997,0.24653439,1.1930771,0.052934505,1.2756013,0.16773385,-0.015424616,0.6628751,0.117414005,0.24504927,0.0478159,1.6307821,1.0640397,-0.004294856,1.1437697,-0.0013962149,-0.042695943,-0.054857638,-0.018331187,0.1402106,-0.05218295
TARGET-10-PAPECF,1.0804175,0.52108127,0.3114414,0.23173206,0.48561984,1.1764328,0.48699012,0.31135473,-0.010983136,-0.016125051,0.095645085,1.2625006,0.40196246,0.37375087,0.19857708,1.146948,0.01840464,0.29355094,-0.002866484,0.33158273,-0.04820964,-0.017404132,0.6853285,0.5379228,0.13955651,-0.012876004,-0.00947606,0.35182917,0.1476711,0.55385333,0.08856726,0.026434427,0.39325008,-0.043860804,-0.06657147,-0.017759647,0.6788961,-0.12186066,-0.012928647,-0.01427593,-0.013804111,-0.032076538,0.30911687,0.44985425,0.112989604,1.3853669,0.07126631,1.3023727,0.37728778,0.012111761,0.83305526,0.09374372,0.2642756,0.14632022,1.959501,1.4131421,-0.011341147,1.5846168,-0.01795771,-0.07937842,-0.07059864,-0.030326774,0.32479945,-0.06563576
TARGET-10-PAPEFH,1.211516,0.5360846,0.16139689,0.21851559,0.42662966,1.1068584,0.26793298,0.540983,-0.0056881113,-0.0025599457,-0.0039191185,1.3645254,0.35336655,0.2094697,0.17917489,1.1189333,0.09825877,0.41613367,-0.0017767746,0.37908536,-0.0784448,-0.00691434,0.57651824,0.5977632,0.030248662,-0.025812333,-0.0017913033,0.47344723,0.215473,0.430904,0.055601638,-0.014761278,0.43023103,-0.05012718,-0.073547624,-0.0011596137,0.7198578,-0.11989987,-0.0078060674,-0.013938739,-0.005764078,-0.0151096005,0.41008624,0.3881005,0.20585105,1.392436,0.26995674,1.4052733,0.3209858,0.09568266,0.94055784,0.13687338,0.51012945,0.13813011,2.1299796,1.638415,-0.005845663,1.6082717,0.07249068,-0.08000829,-0.07089482,-0.039930973,0.25311062,-0.07656092
TARGET-10-PAPEJN,1.3243407,0.6869336,0.5894937,0.35389766,0.42648718,1.3693961,0.52144504,0.26952294,-0.008411976,-0.026640404,0.10721661,1.6221353,0.5471343,0.48784116,0.18898009,1.4224943,0.33720064,0.35892656,-0.0140670305,0.3705523,-0.055646993,-0.013436124,0.62007713,0.46343148,0.06027244,-0.03640336,-0.014464981,0.49780294,0.11344586,0.33372208,0.062896326,-0.00019170456,0.39813527,-0.05414162,-0.07425276,-0.0046674414,0.7112863,-0.15223373,-0.0113429865,-0.020503439,-0.011996024,-0.04468313,0.3443046,0.4719115,0.09388897,1.7526737,0.33379427,1.5492595,0.53506577,-0.010718838,1.0895163,0.24326088,0.5581344,0.25858602,2.4246466,1.7775781,-0.0019683843,1.9314035,-0.0063138637,-0.10610539,-0.08304169,-0.03875364,0.5405918,-0.08664493
TARGET-10-PAPESW,1.2818034,0.49636683,0.16130373,0.21549894,0.7073982,1.4508867,0.45138907,0.28951374,-0.002524699,0.10168176,-0.0018089053,1.3818412,0.37171346,0.31487375,0.09701088,1.4193603,0.04588613,0.33286312,-0.0039658616,0.1036648,-0.046110492,-0.006391603,0.67665875,0.7044848,0.031215834,0.008128256,-0.024914477,0.42014036,0.22163723,0.7300126,0.08150314,-0.009965086,0.3668992,-0.0532837,-0.07850244,-0.012806363,1.0988398,-0.120429136,-0.009883434,-0.0028846224,-0.01737368,-0.032281764,0.38244388,0.32646006,0.10612257,1.6923459,0.18146329,1.4935675,0.33263803,0.03304764,0.8429319,0.09821483,0.33082566,-0.0033707377,2.2826734,1.3424042,-0.015558297,1.8294934,-0.005971605,-0.08284693,-0.07938615,-0.03907852,0.22600207,-0.083581164
TARGET-10-PAPGFP,1.1716752,0.6732202,0.33700737,0.165785,0.2782646,1.3780926,0.48538917,0.13687235,0.037724726,-0.01570463,0.1026365,1.5139147,0.40960002,0.37444273,0.16947494,1.0878832,0.2737853,0.23774432,-0.012858311,0.20033611,-0.048748147,-0.0073464597,0.61637485,0.65789557,0.070118204,-0.053391542,-0.008842111,0.47711903,0.15558758,0.57498586,0.23117425,-0.021123042,0.50690705,-0.06229539,-0.043014247,-0.008567722,0.674173,-0.14325963,0.039882936,-0.01722596,-0.0076858983,-0.026968991,0.43802008,0.54934,0.044038635,1.4470682,0.3048015,1.6156334,0.32409403,-0.004225649,0.89603436,0.13639247,0.34461066,0.22095296,2.1077795,1.4814261,-0.012723172,1.4710667,0.18822129,-0.072468065,-0.071530625,-0.053338002,0.3255078,-0.06990074
TARGET-10-PAPGYC,1.2637627,0.63733023,0.29712334,0.21542533,0.4017677,1.043875,0.31693077,0.2968314,0.014143335,-0.01100853,0.08208662,1.3420391,0.44600925,0.41892987,0.25429273,1.1821079,0.16281468,0.3686364,-0.0185142,0.2930076,-0.05378139,-0.020171368,0.5256116,0.41688517,0.13804449,-0.0074897273,-0.023618802,0.28948212,0.08463779,0.3140656,-1.7321483e-05,-0.0049273022,0.2804145,-0.052394807,-0.07297521,0.04089902,0.80467904,-0.117377296,-0.0100456,-0.002526939,-0.01835192,-0.021594312,0.34463233,0.36429706,0.09618589,1.5292547,0.21380235,1.3897468,0.5186381,0.01980656,0.83858895,0.1957725,0.42915002,0.08746791,2.05136,1.4574941,-0.007913776,1.5266978,-0.0016380142,-0.06954237,-0.06888586,-0.044939037,0.3342785,-0.07007424
TARGET-10-PAPHJF,2.4439225,1.1926354,0.9952751,0.36037928,0.42090917,2.1394157,0.5910141,0.4565988,-0.034543686,-0.059532817,-0.026675085,2.7320628,0.9691501,1.0443139,0.37995872,2.3706627,0.53583133,0.62130183,-0.040802505,0.5446604,-0.084617265,-0.019959403,1.2241738,1.044247,0.10800251,-0.07611262,-0.036276903,0.999505,0.24998984,0.13604125,0.58858216,-0.024694068,0.70644546,-0.10215747,-0.1336758,0.20757383,1.6874186,-0.26257595,-0.016058916,-0.0047450587,-0.0075096027,-0.02343192,0.5454138,0.6235111,0.3923772,3.0661228,0.90699434,2.9860277,1.186281,-0.009921789,2.2412338,0.3625124,0.7781351,0.3574467,4.4261065,3.3597558,-0.01469318,3.4636142,0.101251245,-0.1559171,-0.14418912,-0.057083275,1.2535512,-0.1655573
TARGET-10-PAPIJB,1.3298299,0.47087914,0.11068102,0.34163016,0.96681863,1.5472631,0.3157168,0.15462762,-0.0133447945,0.3095221,0.06874578,1.3817629,0.3990999,0.2811806,0.095605075,1.5405321,-0.013667002,0.5295779,-0.0049766027,0.0852943,-0.04279374,0.16665852,0.532218,0.86832273,0.009668902,0.06253535,-0.015009783,0.44904244,0.323269,0.9573946,0.054655563,-0.011539626,0.42445755,-0.044388175,-0.063981585,0.00773612,1.0935643,-0.13138558,-0.026952071,-0.0022191075,0.019614547,-0.019876884,0.3113491,0.36041847,0.22302693,1.5375848,0.052428167,1.4779024,0.12970102,-0.0015041166,0.68892896,0.14382331,0.2964571,-0.0037201475,2.2606368,1.3896166,-0.002631361,1.794345,0.05312339,-0.07557052,-0.09202527,-0.04554411,0.059397075,-0.06774733
TARGET-10-PAPISG,1.5153345,0.7135309,0.4448215,0.16984479,0.46202123,1.2906699,0.38548133,0.3861513,-0.015343008,-0.008225768,-0.012904112,1.8165345,0.40844578,0.48718977,0.30576426,1.4515296,0.2802313,0.4468034,0.010223858,0.519892,-0.10190568,-0.00568084,0.729432,0.73459333,0.08762418,-0.0520897,-0.0064886943,0.6880999,0.24043368,0.3023053,0.08866167,-0.010068498,0.34985858,-0.07720403,-0.07939725,0.06746456,0.9652684,-0.1552535,-0.007271351,-0.02055044,-0.007765479,-0.029707735,0.44310394,0.38072237,0.1935977,1.8922387,0.33267206,1.6739452,0.58927745,0.003867142,1.1361265,0.26951995,0.67277294,0.044723388,2.7276983,1.896227,0.13997923,1.954872,-0.00015395023,-0.1121058,-0.104870416,-0.055505075,0.47494233,-0.103080906
TARGET-10-PAPJHB,1.0132116,0.58729345,0.23554033,0.30462015,0.35925066,1.0728098,0.29491818,0.2976375,-0.017139664,-0.0067340047,0.05376837,1.1813308,0.3743729,0.36190334,0.24440944,1.0713578,0.10177382,0.19562836,0.049733333,0.16304676,-0.04317982,-0.025351083,0.5882396,0.42929208,0.09757476,-0.008970012,-0.027091563,0.37338024,0.043322857,0.39579496,0.025852162,-0.007580433,0.35904673,-0.041720103,-0.06366493,-0.0013976073,0.7816796,-0.11465801,0.12413198,-0.0078769475,-0.029001912,-0.033257294,0.26357955,0.29848775,0.096883014,1.3538213,0.19290046,1.4496275,0.2847986,0.02289391,0.7562495,0.09713145,0.15379837,0.18376763,1.881033,1.3838357,-0.024514725,1.3665963,-0.00647067,-0.07960539,-0.07320518,-0.039256185,0.35430577,-0.07420065
TARGET-10-PAPJXI,1.1346403,0.5436166,0.13433906,0.16139041,0.5546842,1.29038,0.38652366,0.36698738,-0.016494876,0.005269746,0.026913818,1.583953,0.5158385,0.32140604,0.26924565,1.2073977,0.09276841,0.26794836,-0.0045774714,0.39235747,-0.07427501,-0.023070509,0.7360906,0.5231574,0.06509991,-0.018879449,-0.0132776,0.4333563,0.03965324,0.5083319,0.10260071,-0.01734527,0.20063907,-0.05987085,-0.079045735,-0.0064396258,0.8923545,-0.1394878,0.2058604,-0.0073914984,-0.016196985,-0.036012348,0.46090093,0.32362986,0.18260258,1.594362,0.27598736,1.6224937,0.5431277,-0.0053422023,0.9645552,0.030636843,0.41717887,0.15206937,2.1963892,1.6569047,-0.017311117,1.6107198,-0.010013341,-0.083509564,-0.08914167,-0.034867167,0.33521706,-0.08371218
TARGET-10-PAPKNC,1.2188318,0.62068015,0.36284688,0.07080878,0.40025765,1.3442662,0.29765964,0.07657256,-5.235649e-05,-0.029459154,-0.0032887552,1.4710586,0.63650423,0.43408352,0.24970394,1.334275,0.19954136,0.19077097,-0.0021157213,0.3250506,-0.07299555,-0.0024309105,0.57040745,0.39821318,-0.0055136466,-0.04387344,-0.028756723,0.555661,0.016645342,0.466548,-0.001519439,-0.004927501,0.38885653,-0.07478907,-0.08847138,0.060997676,0.5246207,-0.14440326,-0.002778316,-0.012607256,0.07274753,-0.023401462,0.3351328,0.55077934,0.07186228,1.6941714,0.25706622,1.3665994,0.67728657,0.15774944,0.86904377,0.19796678,0.23037246,0.12725878,2.1433299,1.7705424,-0.012053068,1.4955889,0.05171909,-0.05951739,-0.07744289,-0.039928127,0.4289334,-0.08356523
