,priv_mir_0,priv_mir_1,priv_mir_2,priv_mir_3,priv_mir_4,priv_mir_5,priv_mir_6,priv_mir_7,priv_mir_8,priv_mir_9,priv_mir_10,priv_mir_11,priv_mir_12,priv_mir_13,priv_mir_14,priv_mir_15,priv_mir_16,priv_mir_17,priv_mir_18,priv_mir_19,priv_mir_20,priv_mir_21,priv_mir_22,priv_mir_23,priv_mir_24,priv_mir_25,priv_mir_26,priv_mir_27,priv_mir_28,priv_mir_29,priv_mir_30,priv_mir_31,priv_mir_32,priv_mir_33,priv_mir_34,priv_mir_35,priv_mir_36,priv_mir_37,priv_mir_38,priv_mir_39,priv_mir_40,priv_mir_41,priv_mir_42,priv_mir_43,priv_mir_44,priv_mir_45,priv_mir_46,priv_mir_47,priv_mir_48,priv_mir_49,priv_mir_50,priv_mir_51,priv_mir_52,priv_mir_53,priv_mir_54,priv_mir_55,priv_mir_56,priv_mir_57,priv_mir_58,priv_mir_59,priv_mir_60,priv_mir_61,priv_mir_62,priv_mir_63
TARGET-10-PAPLTZ,0.3722407,0.8055576,0.3084984,0.20601702,-0.018171094,0.5631765,0.14874966,0.1988844,0.075804934,0.46387407,-0.0039768512,0.014507767,0.40168574,0.52801764,0.11234132,0.30274516,0.15196657,0.18221305,-0.01929165,0.2848688,0.17248446,0.43973005,0.16377257,0.29065013,0.36636883,0.3528554,0.039292518,0.17375712,0.255451,-0.016347906,0.1486094,-0.01626048,0.09050903,0.49413285,0.14773679,0.67620325,0.7836386,0.68599373,0.32723016,0.53903735,0.345071,0.23855528,0.16920502,0.0981806,0.033873294,0.3837179,0.18277787,-0.010126763,0.14131346,0.2542402,0.63655317,0.25659057,0.13951698,-0.0006549768,0.1598317,0.31180373,-0.009929749,0.24761933,0.2150803,0.31936395,0.45811856,0.34056613,0.0773952,0.4006459
TARGET-10-PAPLUG,0.6874507,0.8140545,0.33736733,0.25151303,0.116973035,0.6055169,0.16573691,0.31782287,0.086662486,0.21396704,-0.023476496,0.16131507,0.5308761,0.4753366,0.4329788,0.39172643,0.27769113,0.12537745,-0.005457751,0.328336,0.27191368,0.5599324,0.20211525,0.19447444,0.47485948,0.30111295,0.0519006,0.09658885,0.13971822,0.010468818,0.34385937,-0.017654318,-0.002572786,0.5221755,-0.01708955,0.5188615,0.56263125,0.6968536,0.3402191,0.52971745,0.2775493,0.34560773,0.18456124,-0.0059844987,-0.01223535,0.33206505,0.2735,0.15292063,0.012519907,0.5141764,0.6098542,0.16899066,0.14270909,0.13287652,0.17462198,-0.0030139894,-0.014217955,0.24936806,0.29615322,0.13058442,0.58353037,0.14820464,0.057294633,0.24837707
TARGET-10-PAPMVB,0.43014446,0.73023796,0.27711096,0.37182114,0.13198867,0.55096847,0.3143865,0.45983818,0.08876762,0.13619578,-0.022794718,0.11261618,0.31934237,0.2796828,0.3347632,0.3034734,0.10283166,0.2521185,-0.008854797,0.10324934,0.09908742,0.40406942,-0.007315588,0.35116756,0.48393595,0.11847603,-0.005373988,0.077539764,0.56698364,-0.013866006,0.3665297,-0.027584968,0.039875343,0.46980712,0.27809992,0.6371473,0.59052706,0.6698541,0.36186057,0.4175331,0.25214088,0.16825041,0.2213392,0.0318541,-0.0035938472,0.3116233,0.23404378,0.10285053,0.13250181,0.4827693,0.4743387,0.18507698,0.22794645,0.13492434,-0.01651533,0.17196319,0.13355066,0.028117552,0.44518524,0.16190745,0.7179943,0.053203315,-0.00047273422,0.062142286
TARGET-10-PAPMYD,0.7321982,1.3562958,0.62086856,0.2694793,0.11008768,0.871626,0.72531635,0.647739,0.03021786,0.448273,-0.045691337,0.074288025,0.47951978,0.5661504,0.86462975,0.16937473,0.2483263,0.30823505,-0.027131526,0.24386351,0.19484207,0.4561239,0.57290155,0.35967553,0.4945935,0.3487272,-0.0059370757,0.11633086,0.76383066,0.26579726,0.8435041,-0.051915403,0.016059373,0.7345502,0.3886651,1.1969213,0.96740526,0.8170883,0.3370733,0.92425597,0.5766896,0.11765197,0.30524585,0.21671686,-0.017434847,0.5204811,0.14092901,0.5708198,0.13601413,0.902422,1.025757,0.07340933,0.5588842,0.30629578,-0.011084242,0.07863271,0.2675302,0.46418294,0.83791256,0.15132518,0.9901344,0.6959663,0.52031446,0.5018345
TARGET-10-PAPNMY,0.62237465,1.0955086,0.39227325,0.2986038,-0.013477296,0.3912597,0.3182753,0.6432278,-0.007013471,0.33863878,-0.024051238,0.32703635,0.45978716,0.43161988,0.70708054,0.2956218,0.18835703,0.3474518,-0.018601635,0.64929605,0.2194407,0.3872009,0.20571499,0.59057987,0.5950127,0.42276308,-0.030172264,0.31245044,0.75273734,0.1375622,0.74352694,-0.028177345,-0.024169922,0.60813147,0.2907166,0.8268675,0.6034541,1.0427092,0.51847285,0.7042841,0.42165512,0.39876375,0.23224603,0.24320954,0.025130417,0.37684,0.5035833,0.16273166,0.08618578,0.65893364,0.85968345,0.22614703,0.18137112,0.22663794,0.09442332,0.26736152,-0.0005941338,0.1658852,0.44445646,0.09338577,0.8245158,0.35272962,0.14089778,0.2202914
TARGET-10-PAPNNX,0.3680119,0.68473,0.372548,0.10574595,-0.006083205,0.49865422,0.20660064,0.42065522,-0.0014857274,0.13170949,-0.01169805,0.13570024,0.2821057,0.20596619,0.14969653,0.12334515,0.18601435,-0.0016891733,-0.017391752,0.31807292,0.25176996,0.2649365,0.14015806,0.20132472,0.2632414,0.15849194,-0.019738277,0.21785247,0.2665747,0.10711536,0.41997612,-0.013250801,-0.00054242054,0.20001979,0.25810596,0.43624982,0.36539373,0.48427132,0.11124926,0.49033514,0.13433272,0.07249194,0.22531545,0.10150943,-0.005461596,0.124450095,0.12558115,-0.0046542613,0.21202359,0.19555116,0.47102478,0.17145996,0.12878169,0.17724173,0.04545424,0.2826732,0.014867251,0.07921238,0.2882623,0.25386906,0.40673402,0.22572275,0.0262632,0.085477084
TARGET-10-PAPPGN,0.54255253,0.80238456,0.27617216,0.42287555,-0.008250388,0.35499883,0.3621878,0.23620728,-0.005196814,0.20091435,-0.008813067,0.17191117,0.47734308,0.33798546,0.3791181,0.34257835,0.053967226,0.22753231,-0.01128026,0.22700492,0.23839179,0.307347,-0.010286721,0.19216332,0.5444363,0.29566675,0.05804609,0.14769787,0.31071937,0.046761215,0.4203263,-0.024075158,0.14984994,0.53495896,0.18667707,0.70258063,0.67684937,0.60542244,0.47630367,0.46699727,0.31068394,0.122911006,0.1159236,0.042928927,-0.0018948012,0.2782533,0.34663028,0.1489409,0.090355866,0.629942,0.66237855,0.22118531,0.09953573,0.29811206,0.049498104,0.0662242,-0.003302674,0.30311882,0.5835851,0.078203544,0.7159019,0.1801878,0.10876225,0.11647923
TARGET-10-PAPRCS,0.5261132,0.774132,0.33888522,0.05313067,-0.0061341743,0.5170407,0.17965335,0.45536828,0.13948913,0.18386036,-0.02426101,0.059496585,0.3804056,0.44553104,0.21841916,0.32032645,0.10119337,0.069122486,-0.018189818,0.19110703,0.071035445,0.24928893,0.2628802,0.16933127,0.5321456,0.2672733,-0.026900122,0.27397442,0.4123848,0.041036546,0.1590685,-0.017113475,-0.0035980435,0.37840056,0.15405065,0.6449418,0.61864114,0.4784356,0.2756215,0.5871768,0.23371676,0.1327461,0.19125724,0.15578201,-0.014502438,0.3189446,0.3436604,-0.008732653,0.2877562,0.34076646,0.547778,0.3503015,0.3042797,-0.0031794824,0.11526559,0.35076353,-0.008222891,-0.0012068842,0.4663389,0.12170031,0.6837723,0.35112748,0.1901835,0.24058709
TARGET-10-PAPRFE,0.49109232,1.0916082,0.48156947,0.13041008,-0.004866099,0.45845976,0.4731195,0.6374439,0.17129442,0.41258872,-0.027946437,0.19189204,0.38755646,0.6861502,0.56253815,0.5645098,0.23905222,0.18114509,-0.031497832,0.4215444,0.08506413,0.49823368,0.3166116,0.015505031,0.49114758,0.33203092,-0.030500611,0.12772384,0.5606082,0.08269217,0.8021581,-0.04078326,0.08755291,0.46806487,0.28114823,0.9908786,0.6095905,0.7853607,0.2798413,0.80303466,0.5931353,0.32724732,0.32985803,0.17578344,-0.017233571,0.5982146,0.116460636,0.060403366,0.33363768,0.5593758,0.7234254,0.16890647,0.2707581,0.13232847,0.0087921955,0.07901165,0.04546566,0.28681198,0.75779223,-0.022425951,0.62117976,0.6752633,0.09592767,0.23088734
TARGET-10-PAPSPG,0.5267917,0.9496726,0.33187032,0.22398478,-0.020414567,0.6171033,0.23851931,0.37195325,0.12267414,0.36089677,-0.01922737,0.091296405,0.30007067,0.41339654,0.24401341,0.26803297,0.038856898,0.22103404,-0.026981214,0.35952854,0.17427358,0.2733743,0.23719439,0.14822899,0.31679863,0.2348103,-0.027042259,0.32734782,0.50544626,-0.022115922,0.5423039,-0.022224938,0.058067627,0.6965403,0.14834538,0.9076402,0.69610643,0.82527864,0.43046284,0.6485642,0.37348205,0.2215884,0.1435363,0.17889552,0.14731604,0.40053725,0.18746915,0.10191125,0.28911215,0.45100105,0.78163314,0.18788944,0.37307605,-0.004233721,0.15806168,0.25710782,0.121942945,0.16156273,0.50019354,0.18025708,0.6174299,0.4515199,0.02635146,0.22584996
TARGET-10-PAPSPN,0.41640842,0.8481763,0.33128062,0.30148008,-0.0019919132,0.46739265,0.24786884,0.44347888,0.010904767,0.15783942,-0.022263765,0.11240418,0.27582034,0.31382585,0.18970405,0.2649567,0.106324434,0.25042707,-0.017091377,0.114513,0.044607777,0.20858489,0.1462116,0.11306292,0.3881547,0.20964275,-0.017177468,0.35332322,0.19170742,0.09850385,0.2708171,-0.020691829,0.04709724,0.4839491,0.16488019,0.63733166,0.60027945,0.64575374,0.28546643,0.4630138,0.22462237,0.21652856,0.07918301,0.038589753,-0.0016617117,0.21133575,0.19540487,0.034842197,0.09562876,0.40515774,0.6301909,0.24913892,0.2315986,-0.0063947663,0.18800235,0.2685612,-0.0009707934,0.18786407,0.2972895,0.15952605,0.5421297,0.28369427,-0.0028664141,0.33627877
TARGET-10-PAPTLM,0.42780572,0.87106526,0.6395767,0.24011359,0.065476984,0.67767334,0.55660975,0.67678314,0.22344744,0.32628176,-0.024561433,0.22445919,0.5234278,0.41090807,0.7178794,0.49203908,0.2638001,0.12304629,-0.018241143,0.45412678,-0.0026085319,0.42609704,0.06288615,0.23025973,0.42353886,0.40005353,-0.011110248,0.011414792,0.38745388,0.22761597,0.45394486,-0.04822102,0.10912358,0.5581447,0.16135995,0.8235081,0.71185666,0.7640575,0.30546066,0.881768,0.3325361,0.2752686,0.48461902,0.021567265,-0.01752779,0.41252246,0.25957587,0.19604419,0.10563008,0.48070234,0.8836905,0.26893958,0.10384385,0.29513884,-0.009991418,0.046588227,0.046060983,0.42772242,0.5178189,-0.004035932,0.7828755,0.53495395,0.2764519,0.3431439
TARGET-10-PAPVTA,0.3494397,0.69241226,0.4028081,0.2921214,-0.0005494114,0.596071,0.11327785,0.3405531,0.014885064,0.26968566,-0.015953992,0.16721281,0.35603407,0.5447107,0.06177949,0.3180033,0.11503179,0.14716218,-0.012839197,0.34035695,0.23752347,0.46481287,0.09564756,0.17100662,0.47828406,0.44009578,-0.010255948,0.27049544,0.15289627,-0.007832266,0.24296817,-0.009678571,0.06289664,0.40123156,0.29666808,0.6861685,0.512761,0.6404393,0.29812264,0.5202303,0.19976029,0.18398324,0.2031023,0.00571749,-0.0061014653,0.34162632,0.24480382,-0.01088852,0.22880867,0.41824806,0.597945,0.14272982,0.13172214,0.071449734,0.14200035,0.21959373,-0.0118019385,0.22696435,0.38161,0.26000577,0.47031924,0.34768817,-0.002471506,0.32740268
TARGET-10-PAPZNK,0.44642532,0.813715,0.4563852,0.17447731,-0.022718834,0.53563064,0.22193447,0.4373529,0.11768231,0.14144552,-0.014714799,0.13348065,0.4210974,0.2933154,0.11048698,0.22596024,0.19343281,0.12842187,-0.025127644,0.3227247,0.019078389,-0.007860914,0.052598163,-0.005029404,0.4946702,0.16458647,-0.009681262,0.1630848,0.26104918,0.05204279,0.33574963,-0.017578535,0.114828795,0.452914,0.02106164,0.6555739,0.6133655,0.5435308,0.17774567,0.344519,0.2588547,0.27993798,0.23621936,0.09121806,-0.006143169,0.31651717,0.21828671,0.07549916,0.06677871,0.42267457,0.6030959,0.2210508,0.08408156,-0.018216224,0.08722749,0.20875114,0.07855478,0.12758465,0.27656177,0.1552138,0.37358597,0.41520432,0.00035215914,0.17930502
TARGET-10-PAPZST,0.3178342,0.55261874,0.33942738,-0.008816462,0.14104475,0.5476859,0.05933674,0.43637267,0.19051066,0.23054259,-0.014728514,-0.012107438,0.27433833,0.46342915,0.0912346,0.5233508,-0.0022229205,0.11636197,-0.015229938,-0.0032509088,0.12542647,0.49197233,0.0082333535,-0.01408187,0.3836568,0.21316983,-0.026586954,0.26521,0.111290336,-0.0019347463,0.29763812,-0.009643676,0.0891654,0.6199508,-0.005313068,0.658336,0.29024544,0.65684944,0.30699852,0.31096584,0.29346356,0.1804896,0.18168774,0.13284126,-0.010138112,0.18324938,0.18763031,-0.012280725,0.25859097,0.12471691,0.5629856,0.045931555,0.054966327,-0.011553958,0.115568,0.14178756,-0.013148201,0.059499588,0.24757321,0.13037923,0.2699118,0.2390627,0.059066392,0.21318765
TARGET-10-PARACA,0.36040777,1.060329,0.49331012,-0.004557103,-0.054731913,0.6568937,0.1862677,0.41230088,0.14822283,0.25711364,-0.010969036,0.19651534,0.7068759,0.6413025,0.11970865,0.27794826,0.27676976,0.03445012,-0.023345653,0.0807022,-0.011088579,0.07819142,0.6774029,-0.0053396807,0.6751837,0.21757737,-0.01968637,0.26754713,0.6215381,0.1188481,0.13048686,0.012209358,0.06171769,0.2708542,0.20719081,0.9281788,0.9938673,0.5331497,0.14276443,0.7252736,0.40073934,0.16958451,0.29624984,0.16425493,-0.014096036,0.51970303,0.2810447,-0.00071464106,0.52858645,0.19109324,0.6918703,0.28078187,0.17808604,-0.027208257,0.13772792,0.3220242,0.06261391,0.09577574,0.48664492,0.2675082,0.22836077,0.6943152,0.16140471,0.18848433
TARGET-10-PARAKF,0.44358817,0.7729377,0.3499478,0.3217374,-0.0104810065,0.65781194,0.22415286,0.4640157,0.020123716,0.29505715,-0.014505255,0.18071559,0.5316591,0.5362642,0.21736315,0.23640655,0.152446,0.26683584,-0.028983569,0.3076366,0.28820986,0.3574733,-0.0023279788,0.5786188,0.41047478,0.55474836,0.020827517,0.293793,0.19222353,-0.02323824,0.37219858,-0.019260703,0.12883215,0.68899405,0.15812661,0.64347976,0.9105459,0.89657134,0.46000415,0.39500973,0.46375698,0.27139148,0.29000446,-0.0037388788,-0.006336411,0.46012482,0.20874,-0.011608739,0.1843596,0.34466976,0.6269707,0.23742339,-0.002296718,0.15293206,0.068191595,0.14820874,0.054063875,0.27478796,0.313949,0.32474834,0.6841139,0.31617826,0.009904206,0.32702544
TARGET-10-PARARJ,0.46694383,0.65143514,0.2459643,0.3418338,-0.00835825,0.3751418,0.13828848,0.42142883,0.07261321,0.08330333,-0.032180678,0.2399465,0.53336614,0.36018676,0.3908895,0.4580322,0.2931648,0.083045095,-0.013762451,0.31805182,0.073804535,0.3044858,0.07373536,0.18106978,0.47196388,0.24881253,0.004855305,0.29617512,0.14129427,0.025573816,0.3156168,-0.01626454,0.013861158,0.3949299,0.16039392,0.48160127,0.4955797,0.64879763,0.3852613,0.45400056,0.19417813,0.21767844,0.20263734,-0.0066407584,-0.011121817,0.2618275,0.27770606,0.08532828,0.1278739,0.37283313,0.58565307,0.17289178,0.19724788,0.19143058,0.034239694,0.07161244,-0.021673927,0.15702783,0.3576738,0.08481459,0.61062366,0.19060506,-0.004336466,0.20713764
TARGET-10-PARBVI,0.6359775,1.1465323,0.28875327,0.3769927,0.10699801,0.7426645,0.3020479,0.5328175,-0.004884789,0.2321134,-0.028436264,0.06846671,0.46197262,0.430808,0.31486213,0.27634645,0.10865843,0.33453372,-0.021796132,0.15449974,0.16189955,0.270366,0.2854502,0.28543627,0.40651065,0.4020656,-0.01598618,0.35162768,0.11598408,-0.0008354934,0.29369333,-0.005163021,0.15332648,0.6567262,0.023371728,0.6763573,0.7802569,0.6249084,0.4130481,0.73359716,0.05010487,0.2653397,0.11335243,-0.013318817,0.0013084561,0.25363666,0.30032384,0.15950768,0.093900025,0.60012597,0.8260026,0.1327702,0.2682078,-7.265639e-05,0.028284729,0.30293262,-0.0047469516,0.0027111843,0.40247384,0.18055786,0.7364687,0.3888499,0.091036454,0.4669867
TARGET-10-PARFLV,0.43810505,0.6933348,0.21036454,0.23010963,-0.018561743,0.43676156,0.17079306,0.38017574,0.10102515,0.25695693,-0.0084600365,-0.011063903,0.35893887,0.450266,0.28290355,0.14483388,0.038343493,0.2322701,-0.012775435,0.33304682,0.20028752,0.3043553,0.06910559,0.067709155,0.25948453,0.13540816,0.08511155,0.43576697,-1.0740013e-06,-0.015519743,0.37823772,-0.01041407,0.034978963,0.36961186,-0.01379343,0.4512943,0.7034124,0.47232458,0.17704561,0.44882822,0.21553549,0.24593346,-0.0003482607,0.21651034,0.04691234,0.26688763,0.08215576,-0.009144311,0.0626706,0.22456321,0.33349973,0.14281051,0.30276763,-0.008756484,0.18500826,0.32078123,-0.006515211,0.16097894,0.18259153,0.35141677,0.3540493,0.23734297,-0.0032769572,0.3258116
TARGET-10-PARGFV,0.46048504,0.56832236,0.3849698,0.2072759,-0.013782701,0.5932711,0.23096505,0.22386743,0.0273231,0.32844216,-0.011431278,0.029097859,0.42447945,0.47743008,0.04734353,0.24669103,0.06654611,0.12594607,-0.01864817,0.28223214,0.19702297,0.40743428,0.22860378,0.11483,0.41566324,0.35417584,-0.0013124272,0.29557812,0.11370033,-0.008477088,0.2496048,-0.01168464,0.066234976,0.4875867,-0.0043191276,0.6479561,0.54709256,0.679138,0.2562985,0.46600184,0.24541223,0.19363423,0.27714974,0.1671173,-0.0019237621,0.30691987,0.15135752,-0.011261239,0.2518984,0.31346184,0.49758565,0.14856343,0.14445822,-0.0007782994,0.12907173,0.39720303,-0.015563348,0.21620645,0.24622546,0.47425306,0.4708352,0.3162738,0.10287216,0.26334986
TARGET-10-PARGVZ,0.3791163,0.71257955,0.5285386,0.1238768,-0.01609447,0.48920763,-0.0043487563,0.5302062,-0.007924191,0.37843692,-0.010859203,0.12661922,0.40475774,0.44704798,-0.0048884614,0.32789427,0.34441954,0.09441481,-0.02178044,0.10491695,0.15356547,0.45124042,0.10281433,-0.00086036156,0.23625952,0.42271337,-0.013221033,0.1445331,0.25114596,-0.0059260647,0.51212585,-0.013006625,0.058053233,0.48318335,0.2255511,0.5148824,0.5876711,0.77695423,0.35063887,0.5737773,0.3091811,0.2880312,0.35701495,0.06812691,0.05546013,0.61171585,0.16277611,0.1040695,0.2708566,0.4293978,0.66298,0.04746089,0.24810196,0.13953654,0.19372717,0.12926719,0.0062261717,0.287675,0.23980518,0.2512519,0.27527633,0.4400923,-0.0124839125,0.51295525
TARGET-10-PARIAD,0.043608837,0.8006101,0.69166136,-0.008449366,-0.015179788,0.2930258,0.1728696,0.33499897,0.00023102388,0.3178692,-0.012745527,0.23065738,0.31928563,0.552662,0.30440944,0.28336757,0.20818186,0.22670373,-0.021675538,0.332579,-0.012724364,0.26651543,0.3712628,0.26072562,0.18244906,0.47073343,-0.0015699797,0.1508914,0.384726,-0.011895229,0.16365883,-0.025687223,0.2977781,0.41100827,0.14514205,0.3556399,0.93867564,0.6740146,0.31260213,0.79219854,0.35315007,0.34476364,0.1096129,0.19178674,-0.014667167,0.5818917,0.27806076,0.09557904,0.18900141,0.24111408,0.6007238,0.22767675,0.18162297,-0.016913129,-0.0018201031,0.06503513,0.27975306,0.31173313,0.08828424,0.14649813,0.29436558,0.46694866,-0.010696659,0.4950339
TARGET-10-PARJSR,0.40234542,0.6284026,0.25761738,0.17893687,0.045110557,0.38463774,0.21527362,0.3535408,0.16743559,0.10396016,-0.0033442304,0.06939891,0.31034914,0.21224588,0.43540692,0.2771653,0.12386018,0.14502978,-0.0114249885,0.21028924,0.015916675,0.31003976,-0.0035232704,0.039549366,0.3332458,0.13866517,-0.0073983953,0.27161574,0.34326056,0.08709151,0.30181205,-0.0139378,0.03696913,0.22244227,-0.004533417,0.44274035,0.5778752,0.5142908,0.27498758,0.53521514,0.15006569,0.14824674,0.2920978,0.018886743,-0.010655184,0.18451467,0.2945263,-0.0049679717,0.10418452,0.1699447,0.4428732,0.14046499,0.08772904,0.04872322,0.04653041,0.16110662,-0.0058411593,-0.0029034335,0.20936379,0.027905375,0.2999781,0.17717066,0.108312376,0.007573005
TARGET-10-PARLAF,0.5408757,0.8483076,0.4353453,0.29525572,-0.0067126974,0.6060362,0.47537398,0.75881314,0.05185062,0.5796917,-0.014473215,0.15159376,0.6947503,0.3187161,0.2695825,0.39891464,0.44011563,0.24458294,-0.023415565,0.2637225,0.15139598,0.49616855,-0.008283716,0.396707,0.3915214,0.366722,-0.021861712,0.08319697,0.25832397,-0.01856873,0.27533543,-0.039451875,0.1662418,0.51667833,0.21277186,0.8252548,0.8396457,0.98296076,0.41268647,0.655498,0.19132707,0.42275932,0.51313555,0.19895226,-0.0014320223,0.59510726,0.3742102,-0.009304165,0.217951,0.4893914,0.8387293,0.08836762,0.16421737,0.08450264,-0.0027781383,0.32232848,0.02311233,0.13701156,0.40770933,0.23848946,0.8519678,0.27412844,0.06533549,0.4399237
TARGET-10-PARLEK,0.506667,0.73472846,0.3124614,0.15950748,-0.0023003425,0.3262214,0.29044878,0.42446667,-0.0010631777,0.13998371,-0.011753937,0.1589618,0.20116034,0.3062317,0.33920014,0.20019136,0.12935995,0.1633669,-0.012766177,0.22061339,0.10120496,0.21187463,0.052066967,0.27650344,0.4060924,0.19594772,-0.0005300917,0.16225234,0.25731987,0.16231725,0.26330054,-0.016399393,-0.004491843,0.22122315,0.23949221,0.50633174,0.52493656,0.391897,0.24263155,0.34210685,0.05788468,0.23602654,0.100323364,0.063849896,-0.012830213,0.26588026,0.2420304,0.015287075,0.093704924,0.434291,0.4520292,0.32244828,0.1101245,0.1540849,-0.0019279346,0.089726835,0.027428001,0.18327089,0.41207558,0.0425887,0.5459219,0.21121883,0.0008007791,0.15182339
TARGET-10-PARMSP,0.5292464,0.8879602,0.4459368,0.35627308,-0.014355625,0.681944,0.025033642,0.24911793,0.1412869,0.31064856,-0.011319126,0.07812926,0.3440935,0.68035334,0.16528569,0.1521206,0.07324922,0.23581801,-0.016558114,0.5480264,0.27923113,0.53796613,0.03683574,0.1398874,0.61265147,0.5587309,-0.010626567,0.3613218,0.04386467,-0.008524149,0.32813913,-0.016426072,0.050695814,0.5734829,0.18237635,0.66354495,0.99586654,0.71143484,0.24653083,0.7408178,0.28153723,0.27572647,0.2743281,-0.011091073,0.059876744,0.47125003,0.26978344,-0.02488221,0.19058028,0.4756413,0.5900112,0.37445205,0.36011425,0.042002022,0.27944767,0.39182717,-0.0020235092,0.12348162,0.44578764,0.20705424,0.46624276,0.18361677,0.11172737,0.5663314
TARGET-10-PARMXF,0.5857415,0.81640637,0.60191447,0.24052778,-0.0008576628,0.6140404,0.19283155,0.34103775,-0.0039818655,0.33964494,-0.022631198,0.13538449,0.2913493,0.2940179,0.4904392,0.17103142,0.06969665,0.2137918,-0.02260614,0.3419787,0.13890594,0.36285686,0.30101246,0.1275452,0.3471101,0.21186101,-0.010851278,0.2758834,0.33570313,-0.0033423572,0.5048173,-0.014214723,-0.013370352,0.4023004,0.17031556,0.7428685,0.5716491,0.5470598,0.29846698,0.4772004,0.31885126,0.16104043,0.045777354,0.14138761,0.11470792,0.3828509,0.2085011,0.09364402,0.3664585,0.4880604,0.69645494,0.10942411,0.43199122,0.29473564,0.01682777,0.1305016,0.061031837,0.17295854,0.51129943,0.051938925,0.64627683,0.38241404,0.09158916,0.030256912
TARGET-10-PARPRW,0.25511122,0.7924457,0.40306905,0.22776574,-0.022427635,0.6014547,0.17047618,0.36461505,0.07096109,0.29003307,-0.019886827,0.18371074,0.4445375,0.5440844,0.22299244,0.16300175,0.14664309,0.20484677,-0.015762117,0.33541664,0.16959427,0.21120165,0.2822684,0.063108206,0.4160474,0.30013227,-0.0103579415,0.2406967,0.067111045,0.0519529,0.34654105,-0.014643869,0.11182653,0.41106153,0.07901834,0.5034503,0.67371464,0.5899361,0.2084283,0.48349193,0.36145034,0.22364463,0.19632953,0.040815137,-0.010409916,0.31733567,0.23637618,-0.006789805,0.22616154,0.38556546,0.5194834,0.13182549,0.045128707,-0.014141793,0.08489936,0.20198789,0.024144791,0.24812946,0.22486208,0.059560664,0.50737864,0.37513587,0.019503452,0.27474716
TARGET-10-PARPZJ,0.55854315,0.60685694,0.235719,0.2405991,0.047253504,0.50747323,-0.0007757552,0.3514782,0.009335872,0.21395265,-0.020503987,0.081181645,0.28740478,0.19211748,0.37461618,0.08755238,0.028879832,0.38401142,-0.009473368,0.24229443,0.20436972,0.3925262,0.11807056,0.18073063,0.44377875,0.17535436,-0.0072034406,0.046830118,0.12601799,0.04101413,0.20727623,-0.009660764,-0.018811572,0.06972651,0.03318209,0.5637282,0.3891686,0.69173616,0.3234389,0.43874547,0.18980628,0.1377262,0.25271437,0.009874983,0.061961893,0.28398117,0.21926758,0.08916232,0.20058689,0.2294454,0.4946087,0.1506392,0.1572456,0.23548187,-0.0028802238,0.06197491,-0.0065893503,0.20121746,0.349432,0.23962684,0.6784743,0.029848564,0.2693438,0.31187698
TARGET-10-PARUBK,0.48530513,0.79090095,0.33801597,0.24370947,-0.0034520049,0.43109542,0.2553499,0.37469277,0.08554335,0.18528475,-0.015334955,0.21907447,0.29287845,0.26380557,0.31779823,0.27585715,0.113977775,0.1465647,-0.005836236,0.20153345,0.14460878,0.26550883,0.080402225,0.24578764,0.46710777,0.2849021,-0.005041075,0.08535729,0.2708884,0.08553326,0.2281519,-0.019098453,-0.004471961,0.18235515,0.23586437,0.54356486,0.6120912,0.43837973,0.23955092,0.4920924,0.15593615,0.14398108,0.10900132,0.0816498,-0.005866524,0.26227573,0.37378484,-0.0014877368,0.20195171,0.49947608,0.5260604,0.37084463,0.17139015,0.17556375,-0.006204154,0.22198781,0.008000108,0.14621519,0.4412645,0.06122317,0.59847194,0.11097774,0.027464438,0.22429837
TARGET-10-PARUGP,0.10088195,0.93302417,0.9411607,0.16128835,-0.05099243,0.40747228,0.24899197,0.43706143,0.044468988,0.4191146,-0.026612315,0.32403395,0.7707204,0.53696406,0.26047337,0.48124862,0.16611452,0.25824562,-0.0039193295,0.52390516,-0.0032634826,0.11362188,0.38937408,-0.0020797353,0.55639553,0.38130423,-0.016122375,0.41112253,0.519133,-0.008279133,-0.00819317,-0.030401928,0.1206677,0.38246888,0.13944462,0.8624521,0.89802927,0.9380519,0.29091525,0.7075826,0.40519154,0.3845895,0.6897154,0.10740308,-0.005638682,0.2895634,0.35833737,0.16635859,0.22401701,0.27241388,0.8910363,0.46308604,0.21426122,-0.0028921345,0.18311267,0.27974507,0.025769517,0.20515762,0.12517628,0.28548747,0.32837906,0.48835003,0.21665245,0.55265474
TARGET-10-PARVWD,0.6703504,0.840543,0.28009933,0.52319664,0.033278614,0.397875,0.41301352,0.32843107,-0.0044257077,0.22116326,-0.014831558,0.0839697,0.40035367,0.32660806,0.4677543,0.17317916,0.035174977,0.22534464,-0.01997364,0.18002047,0.28262198,0.45702797,0.041670695,0.34371805,0.4615717,0.13472198,0.0753546,0.31276378,0.19535163,0.016939994,0.42994177,-0.025357828,-0.007711235,0.6512369,0.18372145,0.6299173,0.8296714,0.5746366,0.44033334,0.48816308,0.32662097,0.1975679,0.20972697,-0.0020732246,0.0942927,0.28559417,0.3182778,0.035111953,0.026522513,0.8180423,0.5487322,0.18936147,-0.00079532474,0.26356718,0.18833503,0.066406034,0.023228507,0.3221669,0.4311973,-0.017423727,0.95493835,0.21464956,0.086745396,0.2228555
