,priv_meth_0,priv_meth_1,priv_meth_2,priv_meth_3,priv_meth_4,priv_meth_5,priv_meth_6,priv_meth_7,priv_meth_8,priv_meth_9,priv_meth_10,priv_meth_11,priv_meth_12,priv_meth_13,priv_meth_14,priv_meth_15,priv_meth_16,priv_meth_17,priv_meth_18,priv_meth_19,priv_meth_20,priv_meth_21,priv_meth_22,priv_meth_23,priv_meth_24,priv_meth_25,priv_meth_26,priv_meth_27,priv_meth_28,priv_meth_29,priv_meth_30,priv_meth_31,priv_meth_32,priv_meth_33,priv_meth_34,priv_meth_35,priv_meth_36,priv_meth_37,priv_meth_38,priv_meth_39,priv_meth_40,priv_meth_41,priv_meth_42,priv_meth_43,priv_meth_44,priv_meth_45,priv_meth_46,priv_meth_47,priv_meth_48,priv_meth_49,priv_meth_50,priv_meth_51,priv_meth_52,priv_meth_53,priv_meth_54,priv_meth_55,priv_meth_56,priv_meth_57,priv_meth_58,priv_meth_59,priv_meth_60,priv_meth_61,priv_meth_62,priv_meth_63
TARGET-10-PAPESW,0.23557627,-0.1967495,-0.03219625,0.89133584,0.046841614,0.42439646,0.3659451,0.5962878,-0.01513569,-0.042259697,-0.02519225,1.039559,-0.24111345,-0.06825447,-0.25554892,0.08139535,0.8943535,0.9989968,0.07754643,0.11377691,0.39850482,0.2253928,-0.23957537,0.270827,-0.108218685,-0.046234682,0.21551731,1.6459453,-0.41667348,-0.051647138,-0.17725706,-0.039527975,-0.02204454,-0.1288318,0.3850512,-0.13067071,1.0003215,-0.059326213,0.5573454,0.5177287,0.17903937,-0.37595668,0.58665633,0.40555546,0.2965717,-0.19117256,-0.123513415,0.22031157,1.2202417,1.2244407,0.5507967,-0.26922148,1.393981,1.6804212,0.13935998,-0.29324093,0.23186061,-0.050460376,1.6669596,0.16627881,-0.023035508,1.2250944,0.14870015,0.5046792
TARGET-10-PAPGFP,0.24496356,-0.16075008,-0.053295504,0.6468923,-0.0014249504,0.2532691,0.40505728,0.62366104,-0.0040247175,-0.0063033686,-0.017717866,1.018068,-0.24318054,-0.07051562,-0.22544613,0.0975483,0.6957284,1.0849125,0.07935307,0.5636545,0.321423,0.052302897,-0.23029073,0.15735698,-0.07863586,-0.049561184,-0.0069438047,1.5480583,-0.39694965,-0.065055765,-0.16935144,-0.023530757,-0.013393325,-0.13509165,0.29302257,-0.118328325,0.9547124,-0.050310623,0.15512457,0.3074767,0.11602004,-0.3360165,0.41295078,0.3573573,0.35703897,-0.17811476,-0.11823499,0.29357564,1.19817,1.327213,0.8022684,-0.2588694,1.2256826,1.739602,0.10538142,-0.29505393,0.032371905,-0.062007964,1.2823526,0.31882185,-0.020489106,1.3948437,-0.016031526,0.50574934
TARGET-10-PAPGYC,0.3843949,-0.182395,-0.055108275,0.93748903,-0.00013519898,0.36427778,0.32086587,0.71854013,0.063936636,-0.022391262,0.0066372417,1.178766,-0.22990203,-0.09037969,-0.23763783,0.1467528,0.82938313,0.8893199,0.13536942,0.14874263,0.2428478,0.1693171,-0.25782833,0.105199456,-0.0918322,-0.0655656,0.17452852,1.7080897,-0.3758506,-0.0795776,-0.17524382,-0.041214447,-0.03813829,-0.13210791,0.40291578,-0.1195915,0.9581602,-0.073523164,0.26751435,0.3667243,0.40940502,-0.37749025,0.29452035,0.4577097,0.36525443,-0.18020676,-0.13775714,0.055615917,1.3125883,1.335943,0.5148434,-0.24493769,1.4866252,1.7625304,0.069491476,-0.27529833,-0.00011227317,-0.055101898,1.4807425,0.18328668,-0.027472923,1.5804615,-0.008639023,0.59170103
TARGET-10-PAPHJF,0.17576194,-0.17501076,-0.04101498,0.7130692,0.14907017,0.35515654,0.52761394,0.77163297,0.030177299,-0.024530677,0.08703168,1.4294064,-0.2385849,-0.06910799,-0.24141513,0.26589096,0.6550979,0.835771,-0.0014019319,0.50295186,0.3716762,0.09389207,-0.25519988,0.27775684,-0.06766697,-0.07530741,0.00936225,1.6088946,-0.41671687,-0.09391671,-0.18068887,-0.032971486,-0.0071467124,-0.11848842,0.2685557,-0.12582068,0.92146957,-0.056158155,0.07707587,0.27213156,0.070013754,-0.3865142,0.48922777,0.46483082,0.38979056,-0.17975347,-0.12327649,0.1250135,1.2351944,1.2609947,0.514866,-0.26334083,1.4415948,1.6485678,-0.007629356,-0.28465438,0.09155731,-0.022644782,1.6287711,-0.004288965,0.021672916,1.4092075,0.035068937,0.4926128
TARGET-10-PAPIJB,0.30081758,-0.18309614,-0.029493337,0.9418803,0.13430187,0.6090844,0.43274203,0.6745746,-0.0009834152,-0.019014271,0.12985891,0.9945822,-0.24902396,-0.06179679,-0.22972646,-0.0061876974,0.87196815,1.0067083,0.18658137,0.682338,0.22076637,0.07474615,-0.2280737,0.20370659,-0.10790807,-0.038894374,0.082464114,1.4948455,-0.40198404,-0.055986412,-0.16270848,-0.032298923,-0.027245224,-0.11842944,0.3447851,-0.13152708,0.90654325,-0.042476375,0.17111768,0.5541035,0.35583448,-0.3492039,0.5969371,0.2695727,0.0882888,-0.17198843,-0.147087,0.10377311,1.1785047,1.2001703,0.66492504,-0.25392303,1.2674253,1.6501325,0.02813094,-0.3148811,0.26267186,-0.057899393,1.4661613,0.278486,-0.017912077,1.4186459,-0.005810791,0.7437757
TARGET-10-PAPISG,0.32664356,-0.17829502,-0.030506525,0.714868,0.00041449815,0.44897327,0.2888927,0.6875485,0.13199303,-0.00469198,-0.0082981065,1.3060546,-0.23976038,-0.04708735,-0.22783545,0.048464857,0.6443261,1.059197,0.27712455,0.5196187,0.32782802,0.18300281,-0.23777282,0.23909622,-0.083971724,-0.063275106,-0.00040035072,1.5064706,-0.38942963,-0.08028728,-0.17529307,-0.043106318,-0.028234625,-0.107186295,0.3557979,-0.14329295,0.96781594,-0.057479013,0.2166406,0.3783968,0.19635819,-0.34843168,0.28122374,0.33647847,0.31401113,-0.17027296,-0.15477121,0.31966525,1.3853503,1.1223974,0.64176553,-0.2726932,1.4183056,1.8211135,-0.0023523944,-0.2973716,0.1545165,-0.037773643,1.4019587,0.27005494,-0.021880345,1.2490783,-0.011721927,0.5080776
TARGET-10-PAPJHB,0.44112766,-0.19137302,-0.038964696,0.9000588,-0.0068959626,0.44696096,0.18558231,0.7094436,0.14071783,-0.0071643814,0.12287526,1.1314996,-0.23534797,-0.05945405,-0.23137572,0.08497176,0.79476106,0.88569224,-0.0040568565,0.2846413,0.17183556,0.34874094,-0.23061274,0.3379674,-0.107192814,-0.058491725,0.31191483,1.6379349,-0.3931276,-0.04940584,-0.18499583,-0.041932285,-0.060030874,-0.153469,0.44518805,-0.101649605,0.8904625,-0.060618855,0.3684731,0.369317,0.34733966,-0.37035334,0.38504678,0.1503474,0.22589432,-0.16783294,-0.1285741,0.2634938,1.1905733,1.2142068,0.559331,-0.268477,1.4422512,1.667873,0.18598416,-0.30069038,0.22319832,-0.051017668,1.3453659,0.20222095,-0.008413853,1.3542253,-0.02398851,0.7335978
TARGET-10-PAPJXI,0.042769276,-0.19071698,-0.038914487,1.0132066,-0.010601904,0.34757257,0.232264,0.8008376,0.29899022,-0.017909886,-0.00089084695,1.1873006,-0.27064142,-0.06719398,-0.26197878,0.104226,0.7002473,0.99859357,0.21159875,0.34943506,0.28079417,0.041617483,-0.24824171,0.1971109,-0.10710301,-0.063837186,0.27451736,1.5327266,-0.41497317,-0.06350691,-0.20330706,-0.05217966,-0.023672273,-0.14944758,0.3056994,-0.13999198,1.0210711,-0.03880172,0.43619856,0.7409119,0.2736514,-0.38338336,0.45274723,0.3873608,0.26627043,-0.19543602,-0.15139794,0.19758113,1.2491682,1.4334991,0.87656564,-0.26235422,1.4202777,1.8513342,0.042676277,-0.30204695,0.11304769,-0.07570618,1.3982055,0.14287858,-0.008588634,1.3535683,0.15582256,0.5658329
TARGET-10-PAPKNC,0.5047048,-0.181057,-0.06262576,0.8688443,0.049966253,0.3926179,0.46762016,0.7809076,-0.00069698057,-0.012832867,-0.012576393,1.1513158,-0.2230995,-0.08137657,-0.24806023,0.10492041,0.73556185,1.0929583,0.13436717,0.20931621,0.23680007,0.16238843,-0.26555046,0.15889391,-0.09201292,-0.06457924,-0.0037752246,1.699892,-0.40520483,-0.078645736,-0.17227915,-0.037853964,-0.03342984,-0.13189192,0.4584903,-0.11552218,1.0514206,-0.046468657,0.32356292,0.24607614,0.2711698,-0.3636946,0.45340115,0.3096791,0.47504613,-0.18748638,-0.13924718,0.35401767,1.4067152,1.4844272,0.47392008,-0.27311212,1.4519278,1.5502529,0.3604718,-0.29006556,0.13262449,-0.06038172,1.71617,0.26291865,-0.0021399204,1.4201514,0.13526432,0.4704319
TARGET-10-PAPLDM,0.4625769,-0.20705605,-0.04097827,0.98165435,-0.024332408,0.46834093,0.3673718,0.7181328,0.0708663,-0.039160054,0.1803539,0.94922507,-0.27349544,-0.066520914,-0.259838,-0.0005217618,0.87199104,0.9867015,0.18785915,0.53381556,0.13470954,0.0051412,-0.2235314,0.10004923,-0.09499393,-0.049518213,0.2047998,1.6711597,-0.42470047,-0.06399466,-0.17310941,-0.022342162,-0.04271099,-0.1509027,0.42626333,-0.12184476,1.0006305,-0.06080083,0.43367562,0.77058405,0.44499123,-0.39291942,0.58416927,0.33936197,0.3299261,-0.1740734,-0.13145196,0.08062405,1.1484176,1.2160828,0.66559035,-0.24446455,1.1644151,1.7653164,0.064490266,-0.33205107,0.16774856,-0.06411504,1.2180041,0.12714522,-0.011933303,1.3940386,0.091276705,0.6391785
TARGET-10-PAPLTZ,0.1107612,-0.16601883,-0.05400291,0.8825074,-0.0035636448,0.535622,0.4948024,0.6858052,0.14239606,-0.031878784,-0.00567525,1.2226937,-0.22504249,-0.07304729,-0.24080642,0.08796146,0.86040264,0.7998119,0.063895315,0.24211676,0.17678465,0.4053719,-0.2450519,0.4065324,-0.08628856,-0.046712276,0.080259405,1.6444018,-0.35154393,-0.07457641,-0.17346963,-0.03737132,-0.060792577,-0.13121058,0.48844516,-0.09994217,0.9126607,-0.076171435,0.49462408,0.3895636,0.1114324,-0.33428398,0.42814988,0.626213,0.111048505,-0.16282909,-0.12216184,0.10895883,1.1307942,1.0591471,0.53791094,-0.23190868,1.3616593,1.7327764,0.26744607,-0.26405573,-0.0013735358,-0.05358994,1.3830007,0.3372751,-0.014336546,1.107308,-0.0071127876,0.4903834
TARGET-10-PAPLUG,0.3505223,-0.18540427,-0.04833256,0.82986736,0.15144718,0.5152167,0.4319974,0.6846509,0.007616598,-0.015608981,-0.012056048,1.1440934,-0.23615308,-0.07295149,-0.2353586,0.029081034,0.72084004,0.7815984,0.22217356,0.4988819,0.3986142,0.33274788,-0.23471025,0.085186444,-0.10383755,-0.06291701,-0.00033238484,1.8319404,-0.3854333,-0.08061483,-0.16672163,-0.033738285,-0.02606951,-0.114316456,0.43941936,-0.12828347,1.0138967,-0.05276348,0.2823267,0.33655083,0.3380991,-0.34136996,0.49714497,0.41845995,0.2938508,-0.1696098,-0.122409396,0.13348399,1.2926892,1.2889055,0.5157124,-0.2565144,1.3042157,1.6678256,0.125168,-0.2711496,0.19826114,-0.051492866,1.4309415,0.3702377,-0.03589614,1.1457509,0.0444593,0.33166412
TARGET-10-PAPMVB,0.35093945,-0.17905548,-0.063757375,0.82304895,0.058529794,0.37988722,0.55884254,0.72640526,0.03978425,0.007621121,-0.0050467825,1.2165138,-0.24752453,-0.06873443,-0.23060122,0.12680653,0.79785496,0.7774273,0.17769855,0.34638402,0.10977399,0.28531748,-0.23276106,0.31085476,-0.09531324,-0.044592228,0.049304783,1.641388,-0.38680756,-0.07861642,-0.16861515,-0.03255839,-0.035154115,-0.12730421,0.3944556,-0.106934726,0.91542625,-0.07380629,0.16929002,0.49378854,0.39063612,-0.32629403,0.4593348,0.50038946,0.24191988,-0.15459707,-0.1379254,0.1517704,1.1732426,1.0709882,0.58913064,-0.24822211,1.3207102,1.6075321,0.28243098,-0.25920683,0.13681781,-0.075472586,1.3834753,0.3609336,-0.019319,1.2406414,0.09862065,0.5373014
TARGET-10-PAPMYD,0.47323593,-0.18394147,-0.043138627,0.7575821,0.13998032,0.30876443,0.51810455,0.9633933,-0.022909602,-0.0073733777,-0.029604316,1.1285248,-0.23888174,-0.08016435,-0.2615861,0.17985293,0.68619937,0.9192232,0.055186022,0.3768765,0.38349038,0.3946165,-0.24955204,0.093533546,-0.08674307,-0.06730355,0.0110704,1.7119727,-0.42308077,-0.09495737,-0.1630541,-0.053869423,-0.033749957,-0.13946675,0.39519352,-0.124792635,1.0023017,-0.05423945,0.17506333,0.20807955,0.19742051,-0.34358722,0.6400035,0.4472948,0.45182037,-0.19088775,-0.13637976,0.5498046,1.2769854,1.4580905,0.46059313,-0.2702627,1.4631838,1.6688982,0.14499441,-0.29344553,0.25681952,-0.045386802,1.6998826,0.027975991,-0.015901668,1.2959497,0.2082207,0.5184805
TARGET-10-PAPNMY,0.34924278,-0.19015408,-0.027240101,0.8258912,0.054448895,0.30127895,0.49611303,0.71497226,0.010486692,-0.0029073674,-0.019436602,1.5044948,-0.22592388,-0.06985681,-0.24807034,0.1500338,0.69469535,1.2039531,0.28839803,0.25361603,0.24683654,0.37057206,-0.25276542,0.31483683,-0.07918241,-0.049413573,0.2583488,1.6079983,-0.3924554,-0.09698132,-0.1826737,-0.03448843,-0.03850454,-0.123749755,0.36109185,-0.09296742,1.0195488,-0.07304522,0.44882524,0.5263262,0.19543307,-0.3321917,0.7259056,0.5978269,0.1850526,-0.17790465,-0.1615638,0.25894964,1.2649964,1.2293487,0.66329044,-0.2774356,1.5405225,1.8269649,0.30034208,-0.27325952,-0.007107839,-0.048191477,1.6243249,0.21754746,-0.015436071,1.330951,0.07828525,0.6729348
TARGET-10-PAPNNX,0.36425498,-0.1968883,-0.03191894,0.6684646,0.027331196,0.3250737,0.5851791,0.7127536,-0.0071988837,-0.031234546,-0.017460404,0.88575405,-0.21682619,-0.07645156,-0.2069577,-0.0031161099,0.58510584,1.1167227,0.17040524,0.16325091,0.35442916,0.26608092,-0.23782897,0.34726432,-0.09600909,-0.075919904,-0.0031471346,1.5093975,-0.39594957,-0.075129345,-0.15759513,-0.025883535,-0.011855031,-0.12491204,0.53701514,-0.10678991,0.96914864,-0.0668516,0.3162916,0.18731168,0.26815292,-0.3422119,0.21160592,0.45818612,0.2152996,-0.1680879,-0.1072258,0.2407114,1.4097443,0.93917364,0.31455392,-0.2614921,1.3677627,1.7212671,0.2774968,-0.2579236,0.17903194,-0.046343874,1.5443894,0.15824015,-0.037029926,1.1204344,0.1667689,0.42796242
TARGET-10-PAPPGN,0.3275871,-0.12998588,-0.02934807,0.84404236,-0.014879382,0.28695533,0.25440195,0.71070933,-0.0028764904,0.48212594,-0.0010585528,1.1910421,-0.23591323,-0.03927545,-0.19940042,-0.009018651,0.7020794,0.79998386,0.10580715,0.35508844,0.01989647,0.0150931645,-0.21438561,0.16531937,-0.0687808,-0.05323365,-0.0008352247,1.527876,-0.33891177,-0.05720963,-0.1416123,-0.031545516,-0.005024146,-0.10505738,0.18357286,-0.097114995,0.9085647,-0.0664164,0.2041476,0.4048101,0.027750742,-0.28553712,0.31042612,0.3599088,0.34441984,-0.15225221,-0.13258715,0.4106719,1.3118579,1.0812564,0.84356695,-0.2360668,1.316738,1.6385466,-0.0015034752,-0.28445274,0.17903155,-0.06725629,1.2270334,0.46930307,-0.00084623287,1.3175558,-0.0028995217,0.23497309
TARGET-10-PAPRCS,0.16971418,-0.18915,-0.02955625,0.75384843,0.11042186,0.43641707,0.32609293,0.72734153,-0.013648917,-0.020217793,-0.015571575,1.1085196,-0.2633926,-0.0732498,-0.26568964,-0.004536029,0.7384534,1.1811686,0.156557,0.42392394,0.44984737,0.1571417,-0.25926653,0.0816353,-0.08945835,-0.058482494,-0.016088068,1.6184716,-0.41265884,-0.076807186,-0.17154391,-0.042078048,-0.014018099,-0.11681674,0.33799773,-0.13532373,1.1772215,-0.033737537,0.14144593,0.43932375,0.32875457,-0.37143588,0.55175984,0.4248727,0.39675435,-0.19643673,-0.14729768,0.42175144,1.3489033,1.2433406,0.66112113,-0.25839671,1.3503337,1.5426174,0.16951612,-0.31165162,-0.0018149916,-0.02987272,1.315447,0.46953017,-0.016332433,1.3303841,0.010169188,0.48092583
TARGET-10-PAPRFE,0.31484482,-0.17081846,-0.057256814,0.60682756,0.21219987,0.28819776,0.6009912,0.8484747,0.0072878823,-0.026839131,-0.015776696,1.2604967,-0.23451827,-0.077073,-0.26239303,0.18695366,0.65433896,1.1016575,0.012347792,0.21293783,0.508333,0.15700926,-0.27249312,0.37011978,-0.07853588,-0.059679486,0.021135937,1.6646847,-0.43205914,-0.08488839,-0.18900202,-0.04645872,-0.013993799,-0.13889602,0.39575088,-0.10684456,1.0226922,-0.072917156,0.2616475,0.27274433,0.16493094,-0.37044996,0.48610285,0.47625723,0.35323977,-0.19090985,-0.1261527,0.3012589,1.4007683,1.6145022,0.29518354,-0.28365415,1.6689686,1.7098253,0.36745337,-0.30213234,-0.0035426926,-0.034724493,1.7884312,0.4037134,-0.0062421104,1.5470417,-0.00321828,0.6803321
TARGET-10-PAPSPG,0.3412718,-0.20674582,-0.02096386,0.6794518,0.0819966,0.31827793,0.43675408,0.90199184,-0.0065352875,-0.031345885,-0.023499377,0.99768233,-0.21886992,-0.062668346,-0.2249469,-0.011655243,0.8145532,1.0590585,0.030421117,0.25687003,0.25859293,0.25401554,-0.25949737,0.34569392,-0.100853555,-0.06530852,0.024616148,1.4564438,-0.39575115,-0.06354679,-0.1569668,-0.036450464,-0.04400593,-0.13233805,0.5156182,-0.09044615,0.94708073,-0.0426857,0.44355163,0.06914385,0.12013304,-0.34298348,0.28277835,0.47046623,0.13852811,-0.16927591,-0.10360074,0.19664924,1.4872637,1.0019311,0.43691707,-0.2756156,1.4762514,1.5955412,0.2942458,-0.27288377,0.08461338,-0.041012924,1.3619756,0.15786187,-0.011392153,1.3593087,0.024475617,0.41502973
TARGET-10-PAPSPN,0.3206558,-0.20486179,-0.024928514,0.72020435,0.060721584,0.16665272,0.48663208,0.9060492,-0.005186089,-0.018562304,-0.022417994,1.0904269,-0.2196925,-0.058552742,-0.23590909,-0.013228751,0.70958847,1.0239027,0.05549017,0.3121293,0.43267098,0.38784724,-0.25842053,0.04268173,-0.09815445,-0.06753961,0.046420794,1.4268169,-0.37696263,-0.061901476,-0.18041405,-0.04282681,-0.022202017,-0.12464171,0.5241328,-0.11505486,1.014183,-0.057963468,0.16379511,0.28240266,0.32014,-0.33792737,0.2144184,0.553653,0.23425466,-0.14500104,-0.14462543,0.15558982,1.4790294,1.2645812,0.53631556,-0.2546959,1.3072375,1.5164481,0.36453483,-0.28417367,0.022300396,-0.03489811,1.3985932,0.22161813,-0.013700302,1.0772486,-0.0106053,0.2906061
TARGET-10-PAPTLM,0.33708474,-0.1753461,-0.046446517,0.6474011,0.24332878,0.2413685,0.42757353,0.89452815,0.01056822,-0.017699901,-0.009188614,1.2849426,-0.2373679,-0.06737168,-0.23693936,0.03229683,0.5343302,1.1244901,0.09585999,0.39977297,0.50605416,0.22789155,-0.23599112,0.37530243,-0.06992791,-0.07222476,-0.0135952905,1.571096,-0.39183483,-0.059903976,-0.18381546,-0.051772106,-0.0023960327,-0.13619812,0.4144521,-0.13357995,0.9616114,-0.036090918,0.02863807,0.17073783,0.15964562,-0.34056342,0.18398859,0.5037275,0.5006658,-0.1744863,-0.1371185,0.16440119,1.3828644,1.358985,0.5685324,-0.2465695,1.4377842,1.7073343,0.048792347,-0.27795708,0.09838258,-0.04646891,1.4205459,0.14385186,-0.0021993462,1.3376045,-0.012845351,0.5356681
TARGET-10-PAPVTA,0.25867346,-0.15712819,-0.020052405,1.2690774,0.04793164,0.5754485,0.37505478,0.6292598,0.06441222,-0.003674293,0.12946711,1.0339928,-0.24019375,-0.0631585,-0.2201687,-0.009897681,0.9683422,0.8815818,0.24000318,0.4980959,-0.0022766986,0.084455274,-0.22276449,0.15987444,-0.10134615,-0.02648652,0.24373868,1.4605076,-0.3662138,-0.0633222,-0.14197631,-0.018969677,-0.042669207,-0.12403297,0.18960352,-0.1140334,0.80094457,-0.046936646,0.21515518,0.7335094,0.27809867,-0.33791086,0.5009577,0.3141496,0.2187625,-0.14139922,-0.10866823,0.28504983,0.9559079,1.1899848,0.7013884,-0.24409106,1.312574,1.6083382,0.011418397,-0.293848,0.24064755,-0.05900986,1.386397,0.19025154,0.012331765,1.2236019,-0.010927623,0.5840983
TARGET-10-PAPZNK,0.5048117,-0.21274069,-0.04072509,0.6724993,-0.006248113,0.36253047,0.4341614,0.89697707,-0.019593503,-0.005526768,-0.027871078,0.97486854,-0.24842608,-0.07647809,-0.24007376,0.15913586,0.7966986,1.1648175,0.015993897,0.3630576,0.32015958,0.2556142,-0.25670776,0.28665802,-0.08726598,-0.071156025,-0.005572204,1.340615,-0.41978222,-0.07401606,-0.175709,-0.04523138,-0.034107294,-0.12822884,0.56514096,-0.12019803,1.0255653,-0.08113865,0.25666586,0.17676294,0.21465304,-0.36817172,0.34892166,0.77091926,0.2843736,-0.17804071,-0.114987426,0.2378685,1.441069,1.206142,0.37436903,-0.2818665,1.2245564,1.895737,0.40119222,-0.27125615,-0.013327288,-0.051467873,1.439721,0.04820162,-0.037921287,1.3304688,-0.016777413,0.5647669
TARGET-10-PAPZST,0.28171244,-0.17815502,-0.04064561,0.6255454,0.0052004233,0.3949914,0.5258657,0.68931925,-0.0012654644,-0.018684756,-0.013383429,1.09849,-0.24410729,-0.06903549,-0.23015836,0.11863,0.78369224,0.91280156,0.25268602,0.4631208,0.29221317,0.27025154,-0.21941917,0.20385984,-0.07281128,-0.049548816,-0.0068582306,1.4381373,-0.39336637,-0.07083958,-0.17001049,-0.039039727,-0.011852759,-0.11222682,0.33103776,-0.12738368,0.9647722,-0.053678807,0.17789589,0.3423619,0.20533557,-0.3482069,0.38836196,0.53829163,0.34761587,-0.16586095,-0.11075077,0.1889529,1.12377,1.1615025,0.59436685,-0.24712479,1.4014945,1.4892088,0.05292899,-0.26786983,0.004883256,-0.057388987,1.388339,0.21918978,-0.037920795,1.2861198,-0.0019996765,0.37755972
TARGET-10-PARACA,0.3068261,-0.15913081,-0.07977005,0.83681166,-0.003467677,0.28040573,0.5724123,0.77443063,-0.0012327497,-0.0050187362,-0.020808745,1.2087398,-0.23143278,-0.067053206,-0.23193882,0.1430565,0.67745405,0.9670448,0.25245032,0.4913504,0.2719965,0.26546058,-0.23128465,0.29377353,-0.072416715,-0.07431608,-0.00083812076,1.4928741,-0.39494574,-0.07543536,-0.1760712,-0.035844248,-0.022193467,-0.14739268,0.3397758,-0.12657724,0.87421507,-0.061258446,0.09114984,0.031383857,0.22811602,-0.3331676,0.2849733,0.5030049,0.21934871,-0.18449011,-0.13146354,0.32514203,1.300348,1.1980411,0.55762684,-0.26098946,1.3772833,1.7282895,0.18107097,-0.280457,-0.0029647287,-0.058000404,1.5602726,0.27434325,-0.005488666,1.2735673,-0.02521114,0.35068038
TARGET-10-PARAKF,0.39202294,-0.20558174,-0.058599323,0.8853014,0.023082338,0.44898418,0.6271839,0.79201496,0.046894517,-0.0035181362,-0.03609697,1.2309413,-0.24121252,-0.07465884,-0.24325757,0.047868878,0.4668995,1.1124811,-0.008970611,0.25895897,0.45386928,0.39003947,-0.26218757,0.15603487,-0.09810207,-0.060581554,0.011355194,1.7545027,-0.4405853,-0.089278094,-0.19482327,-0.046587784,-0.04649335,-0.15595071,0.5402521,-0.13985342,1.144999,-0.06438847,0.1633531,0.3498598,0.52802056,-0.38336703,0.12211384,0.6602757,0.087763846,-0.18360917,-0.15728275,0.15286924,1.4624685,1.3477958,0.46766374,-0.2614394,1.5374112,1.6306412,0.44310352,-0.3175678,0.17478916,-0.058376182,1.5345426,0.56808364,-0.02575545,1.4378008,0.0150759,0.68632007
TARGET-10-PARARJ,0.39114636,-0.15458894,-0.06153781,0.7076705,-0.008067469,0.37969306,0.4481172,0.6385706,0.17398892,-0.0053076646,-0.022289937,1.129252,-0.23355535,-0.06241096,-0.26725167,0.16452493,0.796099,0.8490083,-0.015994597,0.19149473,0.29185942,0.14459752,-0.26051122,0.1069053,-0.08328398,-0.07533963,0.14758411,1.8180978,-0.39807138,-0.062426537,-0.19326149,-0.0340362,-0.040386517,-0.12539698,0.59948826,-0.115832604,0.98877007,-0.06889941,0.43351978,0.2640797,0.09248045,-0.35714623,0.30846906,0.25307855,0.56682944,-0.18712014,-0.14003237,0.30283383,1.4826107,1.504713,0.546152,-0.26597974,1.6288908,1.5266942,0.091906615,-0.30734658,0.063035235,-0.04072328,1.5123953,0.25963724,-0.009668182,1.3262854,0.049380347,0.6603511
TARGET-10-PARBVI,0.47399125,-0.18893535,-0.052381616,0.9618973,-0.019828308,0.30334765,0.47969258,0.7988595,0.010536876,-0.009104609,-0.007133992,1.3074126,-0.27294898,-0.06547212,-0.2568628,0.029891202,0.7496361,1.0134584,0.08848385,0.35475966,0.5299573,0.12330337,-0.2528959,0.036825776,-0.10434449,-0.0743687,-0.0026901234,1.5722094,-0.4085005,-0.07013666,-0.18469812,-0.03202094,-0.017247198,-0.1234101,0.36514813,-0.13733064,1.2008052,-0.05285129,0.28517705,0.45305106,0.3443987,-0.39193234,0.5050664,0.40360588,0.27182385,-0.18245223,-0.14896469,0.3967401,1.418064,1.4528351,0.8058124,-0.27176064,1.4385928,1.8182337,0.09442911,-0.31175902,0.3579164,-0.06594804,1.504159,0.22522984,-0.013348745,1.3855265,-0.02190718,0.40756798
TARGET-10-PARFLV,0.47170654,-0.18727893,-0.054727405,0.99813944,-0.0020533844,0.49765745,0.21352164,0.8494094,-0.0012923848,-0.013141914,0.05498461,1.2350503,-0.2614476,-0.06517696,-0.25476742,-0.004013409,0.60850704,1.17267,0.07448965,0.32170472,0.37388682,0.17884053,-0.269523,0.10347508,-0.10232091,-0.055894066,0.05543006,1.5295945,-0.41653496,-0.08073686,-0.16571459,-0.032276403,-0.036477227,-0.14897232,0.41075736,-0.12863888,1.0157871,-0.033676177,0.22202244,0.376333,0.19089554,-0.39042938,0.57183766,0.3662037,0.22929765,-0.1907268,-0.14753224,0.3626864,1.3672298,1.2097918,0.71811914,-0.26903912,1.4614778,1.7277461,0.17597178,-0.2991233,0.030973732,-0.041524313,1.8147784,0.3613088,-0.0035621095,1.3147583,-0.002546929,0.5546188
TARGET-10-PARGFV,0.3417308,-0.18235357,-0.05559677,1.202447,0.023484,0.48907697,0.42517453,0.5432631,0.07130036,-0.016095534,0.22619773,1.1315701,-0.27228197,-0.083873935,-0.25127187,-0.0022347963,1.1014196,0.99013597,0.1706594,0.66851616,0.10266587,0.010766851,-0.24329929,-0.0011244387,-0.095104985,-0.06700611,-0.0028120216,1.653566,-0.40058452,-0.068561785,-0.17566381,-0.0346822,-0.052605975,-0.13930632,0.39609027,-0.11542179,0.9759827,-0.052292474,0.25292003,0.72657186,0.41275415,-0.3549721,0.53713554,0.29562262,0.2671415,-0.1783315,-0.15246722,0.41551006,1.2758904,1.3614104,0.80782837,-0.2626242,1.4006127,1.7560753,0.15801896,-0.32673568,0.41072762,-0.06762568,1.2565408,0.18341625,-0.0032333215,1.2968699,0.044487413,0.7107399
