,shared_0,shared_1,shared_2,shared_3,shared_4,shared_5,shared_6,shared_7,shared_8,shared_9,shared_10,shared_11,shared_12,shared_13,shared_14,shared_15,shared_16,shared_17,shared_18,shared_19,shared_20,shared_21,shared_22,shared_23,shared_24,shared_25,shared_26,shared_27,shared_28,shared_29,shared_30,shared_31,shared_32,shared_33,shared_34,shared_35,shared_36,shared_37,shared_38,shared_39,shared_40,shared_41,shared_42,shared_43,shared_44,shared_45,shared_46,shared_47,shared_48,shared_49,shared_50,shared_51,shared_52,shared_53,shared_54,shared_55,shared_56,shared_57,shared_58,shared_59,shared_60,shared_61,shared_62,shared_63
TARGET-10-PAPAIZ,-0.015681708,-0.0062943446,-0.03502984,0.036092125,-0.016494414,-0.002815057,0.07149921,-0.018794205,0.6759481,0.032350156,0.55618215,0.04832787,-0.015668292,-0.02271029,-0.029400066,0.009519719,-0.014261226,-0.0011501657,0.58009803,-0.017277284,0.078516856,0.050117955,-0.002887051,-0.026220351,0.0046685273,0.10943466,0.2849798,-0.012407457,-0.04995506,-0.036110014,-0.037911106,1.4154978,0.7477981,-0.04885973,-0.031081658,-0.017422602,-0.008086716,-0.030867973,-0.028579254,0.037294254,-0.016915645,-0.0769359,0.10374515,-0.011331668,0.006814766,0.0033927723,-0.0149794,-0.022843815,-0.009699721,-0.027323164,-0.014571898,-0.023801649,-0.024469478,-0.008997639,-0.015791325,-0.016903378,0.09619757,-0.028736206,-0.013209044,-0.00027781632,-0.022233952,0.09703594,-0.017719978,0.050510228
TARGET-10-PAPBSY,-0.0071713566,-0.032143872,-0.033426188,-0.010860201,-0.020969331,-0.0008199988,-0.019374683,0.010166071,0.8236797,-0.013974763,0.5723939,-0.02492664,-0.04437868,-0.021750834,-0.031155564,0.044484094,0.007697982,-0.012437254,0.5337018,-0.01136137,0.0061659375,0.035687767,0.04583176,-0.024608716,-0.030238327,-0.008678522,0.25092685,-0.028904108,-0.059607826,0.044874955,-0.038908496,1.1388487,0.7133254,-0.041833233,0.028150378,-0.016586658,-0.017476227,-0.054323815,-0.010562079,0.040091608,0.066010505,-0.06330948,-0.031507973,-0.021422904,-0.009406971,-0.026526507,-0.009661465,0.012926973,-0.020692328,-0.021317748,0.002550343,-0.0131741455,-0.020110589,-0.031361394,-0.015900524,-0.016050138,0.28408158,-0.038918428,-0.014808244,-0.02186431,-0.029780738,-0.00014117808,0.007478918,0.02856182
TARGET-10-PAPCUR,-0.008497514,-0.023852594,-0.029699504,-0.004799111,0.009633703,-0.02284212,-0.00711614,-0.011524825,0.8252914,-0.016101494,0.55415773,-0.019899964,-0.029781912,-0.010587261,-0.02981115,-0.01696654,-0.018937284,-0.006026813,0.58040625,-0.011642424,0.008044314,0.022916183,-0.012611037,-0.011973596,-0.019660914,0.02899978,0.334126,-0.022780735,-0.065728396,-0.02683356,-0.03511851,1.2367523,0.7344451,-0.04779482,-0.007517968,0.030801754,-0.015088357,-0.042964816,-0.038057674,0.10791182,-0.014327857,-0.061864875,-0.009346998,-0.018028717,-0.009471088,-0.02843627,0.02917782,-0.02067878,-0.010953437,-0.0031561903,0.01325609,-0.0050288765,-0.026809704,-0.02740955,-0.0127770845,-0.009487042,0.12169592,-0.014313024,-0.012632534,-0.03309245,-0.035061426,-0.0076457243,0.007174797,0.038616095
TARGET-10-PAPCVZ,0.0010918668,-0.034508556,-0.03422927,-0.010524053,-0.022440014,-0.018452737,-0.005615026,0.014761125,0.84856427,0.0056281574,0.6130362,0.007524128,-0.032863703,-0.032818053,-0.030609148,-0.015320141,-0.008903372,-0.015706362,0.64768636,-0.01888127,0.10366268,-0.014668195,-0.006171286,-0.033738114,-0.001045634,0.03033635,0.4302678,0.006225152,-0.07099913,-0.024075147,-0.029477768,1.4470911,0.75316644,-0.05169368,0.004976946,-0.02163951,-0.0015083728,-0.051011115,-0.028608125,0.047084745,-0.018674979,-0.0818984,0.059454978,0.0294837,-0.008427388,-0.023500994,-0.008368215,-0.021137271,0.00033215666,-0.026770364,-0.019565824,-0.025118006,-0.041718986,0.0007368969,-0.024832603,-0.01031316,0.13787854,-0.026118139,-0.019161228,-0.017719189,-0.025831688,-0.02007774,0.009860974,0.001307114
TARGET-10-PAPDJM,-0.016932352,-0.029476868,-0.026599795,0.0012353314,-0.018653054,0.057154696,0.031388976,-0.028179983,0.842785,0.123962045,0.5463256,0.00812841,-0.026160335,-0.023168221,-0.035479385,0.0022303713,0.005677377,-0.022640347,0.629713,0.058266196,-0.013056649,0.12829117,-0.0050378162,-0.042248745,-0.0218601,0.03800544,0.29292846,-0.02517841,-0.05494362,-0.031920508,-0.04834676,1.3613188,0.9375968,-0.048332788,0.009620643,-0.015247795,-0.014374504,-0.037440553,-0.034675784,0.07436581,-0.038092252,-0.088995755,0.04555849,-0.014640205,-0.010477815,0.17992538,0.00075066555,0.00289418,0.07395607,-0.025839375,-0.01353398,-0.028528478,-0.026842967,-0.025106885,-0.014751547,0.06310607,0.10854681,-0.034211308,-0.025271043,-0.015347321,-0.028339768,0.19104135,-0.023200883,-0.02648697
TARGET-10-PAPDKJ,0.015128556,-0.026419377,-0.03404197,-0.010971994,-0.015620287,-0.01754165,-0.0125177335,0.00049329875,0.8693224,-0.0050792913,0.52528036,-0.010859584,-0.030244133,-0.019552864,-0.034939937,-0.019099977,-0.014386465,0.04271475,0.61517334,0.0058755954,0.02647711,0.000855785,-0.02486497,-0.020689461,-0.029131234,0.01850603,0.29292113,-0.01673019,-0.05758472,-0.018487789,-0.038409434,1.2880892,0.78824955,-0.050043672,0.00479377,-0.018644853,0.002105059,-0.049239676,-0.029429518,0.1163822,0.002971312,-0.056561,0.00097555155,-0.020479826,-0.00015693018,-0.004789731,-0.00057579996,-0.0069081634,0.0050987536,-0.02079058,-0.009163343,-0.0074810497,-0.018417163,-0.033415288,0.021416225,-0.013203647,0.18010266,-0.02275953,-0.020840207,-0.029364932,-0.032284565,-0.024884015,-0.005898841,-0.013867326
TARGET-10-PAPDUF,-0.01847744,0.066918075,-0.006629321,0.082833365,-0.025295123,0.005040963,0.01779709,-0.0281071,0.7906116,0.07681831,0.46854764,0.01732666,-0.02690932,-0.025402537,-0.027180443,0.06732313,-0.016067551,-0.019645676,0.67284656,-0.021655375,0.021383978,0.060360953,0.012698134,-0.04548897,-0.034626804,0.038691122,0.208494,-0.02011251,-0.06474764,-0.033726186,-0.04036158,1.3801134,0.87303233,-0.05920141,0.013242911,-0.014012786,-0.0161684,-0.037292626,-0.03867185,0.006983028,-0.0041562393,-0.09272301,0.076642185,-0.022724021,0.012836301,-0.032348957,0.066660926,-0.01635343,0.046548646,-0.029160371,-0.020830266,-0.022895593,-0.029953873,0.018865783,-0.013402677,0.004140769,0.055389363,-0.03348763,-0.018009502,0.0026015397,-0.03738694,0.06811002,-0.020891236,-0.01395158
TARGET-10-PAPDUV,-0.007041896,-0.03453479,-0.033068143,-0.010900688,-0.01143797,-0.011536207,-0.009754052,-0.015851304,0.5662898,0.036806837,0.4353345,-0.026050283,-0.033648785,-0.011414258,-0.02711619,-0.011760289,-0.008768782,0.0341729,0.5188911,0.013090108,0.031366073,0.052958436,-0.0276625,-0.02800036,-0.025752906,0.021065872,0.20354639,-0.010285793,-0.054637484,-0.01324544,-0.027546247,1.0754579,0.5250912,-0.038495734,-0.005000836,0.024461826,-0.013867429,-0.047289364,-0.017631387,0.00703743,0.009510141,-0.06769696,0.01880559,-0.015066925,-0.0019195396,0.020479128,-0.01706323,-0.020420512,0.08827624,-0.023081856,0.009040076,0.0008054264,-0.0205191,0.030229066,-0.018127933,-0.024701,0.15169765,-0.017685186,-0.01315308,-0.024313387,-0.0136907045,0.0019718576,-0.0032710005,0.021146718
TARGET-10-PAPDWT,-0.0105099045,-0.0275889,-0.027968664,0.014592733,-0.014497438,-0.00644382,-0.0055990387,-0.018672511,0.61137295,0.0855469,0.4019083,0.020597028,-0.020479431,-0.01448441,-0.015734097,-0.014096761,0.01363499,-0.0063072257,0.38942137,-0.014298221,-0.007436889,0.04375144,-0.00061940006,-0.026978748,-0.018662361,0.08321636,0.2222519,-0.0067756437,-0.05828428,-0.027811289,-0.028149575,0.9142736,0.56941515,-0.024825092,0.0418134,-0.009112586,-0.013019731,-0.027677733,-0.028936334,0.029410452,-0.014007946,-0.06307923,0.049910314,-0.020297788,0.0052113584,-0.03213067,0.021525845,-0.01962456,0.05190809,-0.02337851,-0.009899482,-0.021168472,-0.028938068,-0.0099825505,-0.023975061,0.016523216,0.12873927,0.01625614,0.041059755,-0.02063476,-0.025155006,0.03967333,-0.013606434,0.021919917
TARGET-10-PAPECF,-0.013567148,-0.026713716,-0.026299205,-0.01858667,-0.014737204,-0.010936755,-0.013266876,-0.002889717,0.7885046,-0.0039187404,0.42542797,-0.024098625,-0.0304511,-0.014096644,-0.028005106,-0.012383062,-0.015183405,-0.013056675,0.44508928,0.0134474365,-0.011083594,0.047946587,-0.024555892,-0.027155517,-0.035732873,0.020271035,0.26539806,-0.020999398,-0.05439374,-0.019713018,-0.0399108,1.1317878,0.6523576,-0.048925772,0.013668566,-0.016181577,-0.013767518,-0.043701068,-0.02613176,0.056620557,-0.013735038,-0.06638058,-0.0029738224,-0.016253896,-0.014475073,0.04782116,-0.006701907,-0.008457269,-0.0065922053,-0.022833109,-0.019898567,-0.0015245304,-0.017197523,-0.025562182,0.0038733874,-0.009200351,0.14320111,-0.014122352,0.012063695,-0.019777473,-0.030492354,0.00043126103,-0.006166975,0.006241144
TARGET-10-PAPEFH,-0.021528302,-0.029862404,-0.04085905,-0.0132052675,-0.014462815,-0.017663596,-0.013701799,-0.009331978,0.8450949,0.04917425,0.45403075,-0.02352225,-0.02481848,-0.010265174,-0.038073845,-0.017638603,-0.021443397,0.031129185,0.62784874,0.007627894,0.026259257,0.06530004,0.00434535,-0.031141095,-0.02484535,-0.018535234,0.36214584,-0.024444884,-0.06078876,-0.029879577,-0.034976162,1.3566358,0.8168428,-0.04357227,0.03427909,0.014133031,-0.020569224,-0.052653637,-0.03206866,0.042534042,-0.02218213,-0.073832735,0.05790798,-0.02252412,0.046911612,0.04794675,0.014106141,-0.022386052,0.052305784,-0.024416838,0.008745391,-0.008577742,-0.015473459,-0.020458994,-0.023238657,0.023969578,0.13162632,-0.0072250348,-0.007764657,-0.028072625,-0.028781049,0.0051524024,-0.015812598,-0.020055812
TARGET-10-PAPEJN,-0.010360865,-0.0005643582,-0.03418032,-0.009169122,-0.01072083,-0.017118625,0.0037940606,0.005987173,0.87518036,-0.00037030643,0.4625554,-0.016169768,-0.02958804,-0.025382597,-0.032662317,0.0076027145,-0.013904346,0.025666324,0.56687415,-0.017220978,-0.013570592,0.06990231,-0.027251368,-0.024052875,-0.029756393,-0.0163346,0.30930683,-0.021274406,-0.0611862,-0.014568478,-0.039050158,1.1630048,0.7200049,-0.045250345,-0.016592333,-0.012530803,-0.015893243,-0.052926816,-0.02642418,0.00749968,0.004058093,-0.056858413,0.04929255,-0.013479,-0.012052607,-0.0046963184,0.011310122,-0.014197613,0.015542116,-0.023136564,-0.009267895,0.03243371,-0.020037951,-0.025506597,-0.005098293,-0.0122570265,0.23265988,-0.013981968,-0.013465218,-0.027816545,-0.03216699,-0.016646922,0.015511794,-0.012820233
TARGET-10-PAPESW,-0.0072289025,-0.03672825,-0.025612753,-0.011022048,-0.020428173,-0.018802248,0.08325835,-0.0015108725,0.73612636,0.04185566,0.46610588,-0.016520018,-0.030645031,-0.017733788,-0.032345295,-0.008100893,-0.018122084,-0.011197135,0.6625762,-0.01128656,-0.0051997686,0.060881257,-0.015900351,-0.034500662,-0.019743454,0.08034705,0.27021322,-0.021889683,-0.05419999,-0.017707784,-0.036064036,1.1935201,0.7001807,-0.05491863,-0.0019918876,-0.012933826,-0.011620978,-0.041452926,-0.023785302,0.044098716,-0.022386435,-0.07639578,0.01582383,-0.0026575052,0.028665362,-0.026378455,0.052469205,-0.01665581,0.04441187,-0.025557948,-0.011598957,-0.02042805,-0.020527756,-0.016477956,-0.013864474,0.033993647,0.12776339,-0.018602164,-0.027191337,-0.029982839,0.012357152,0.064477265,-0.0014199466,-0.009696553
TARGET-10-PAPGFP,-0.009157675,-0.011055231,-0.030354854,-0.009255739,-0.008882668,-0.00022135372,0.055213936,-0.0050693825,0.70443624,0.04620453,0.5717459,-0.017084375,-0.037429284,-0.014477999,-0.032501496,-0.013876501,0.027441198,-0.005498205,0.5238509,-0.0025688505,0.035959993,0.006191897,-0.025416212,-0.021308616,-0.028876644,-0.011183706,0.29137427,-0.0016877521,-0.049137324,-0.025642008,-0.021568784,1.1550777,0.70181936,-0.05021064,0.086598895,-0.015829777,-0.018049017,-0.035465166,-0.03136855,0.081690036,0.005436753,-0.06317682,-0.003321157,-0.017618999,-0.019944297,-0.033305593,-0.003534438,-0.010036453,0.0017318064,-0.020042658,0.00975003,-0.017456867,-0.018167704,0.00894717,-0.01141082,0.022438433,0.22128266,0.021768983,-0.020671193,-0.021820161,0.006531016,0.0061936537,-0.01422694,-0.0069222604
TARGET-10-PAPGYC,0.0006724396,-0.034336686,-0.02533779,-0.0083588995,-0.018650293,-0.014043605,-0.0074483845,0.012451937,0.6680837,-0.019000221,0.49084136,-0.017212545,-0.035850212,-0.024538206,-0.031957965,-0.009519447,-0.016229672,-0.007593454,0.55723464,-0.008757364,-0.0063145943,0.06495632,-0.02583061,-0.029333781,-0.023457719,-0.011119983,0.2680208,-0.016750365,-0.06295857,-0.027777907,-0.031907536,1.1191328,0.69278145,-0.04139265,0.0023286575,-0.015377449,-0.018419076,-0.04962729,-0.036009453,0.04835099,-0.01609271,-0.06456077,0.028831009,-0.011908479,-0.011769196,-0.008137956,-0.0036704142,-0.020112716,0.018077645,-0.023449702,0.014288354,0.005230861,-0.023453616,-0.011623416,-0.012940681,0.027564444,0.15851144,-0.016334064,-0.016714966,-0.024925891,-0.022830244,0.026805423,0.0041287565,-0.0074232575
TARGET-10-PAPHJF,0.03099394,-0.037719592,-0.060125824,-0.016699368,-0.015024549,-0.02491241,0.012073437,0.03408708,1.1602964,-0.015702933,0.7488569,-0.018954294,-0.05461523,-0.021491084,-0.032316133,0.011991378,-0.0344697,0.0075407233,0.9820851,-0.027625823,-0.0124405995,0.016097035,-0.030825598,0.038755015,-0.03746721,-0.03266,0.51443,-0.049485072,-0.08636967,0.013461571,-0.040354297,1.9105601,1.0871603,-0.06463194,0.011746874,-0.019528259,-0.024694696,-0.07882182,-0.014375243,0.11188441,-0.021894272,-0.07853015,-0.01260132,-0.03789355,-0.050710816,-0.001571022,-0.006708371,-0.032156844,-0.00643139,-0.02501373,-0.019933376,0.014873949,-0.025418133,-0.02817558,-0.025059506,-0.029924199,0.4739708,-0.029808704,0.014738549,-0.041930914,-0.04615051,-0.027182229,-0.01241231,-0.03024572
TARGET-10-PAPIJB,-0.008411128,-0.033215962,-0.023556314,-0.014858693,-0.02271076,-0.01781869,0.024747068,-0.017351717,0.73232794,0.023609148,0.59569114,0.020857641,-0.026832148,-0.018240519,-0.033668987,-0.030908467,-0.0118093565,-0.01115782,0.6591368,0.033819057,0.03649261,0.094066724,-0.012693355,-0.033390425,-0.022229679,0.083902195,0.3050918,-0.014351674,-0.05897406,-0.024554731,-0.03440535,1.4305809,0.85112625,-0.0445012,-0.012123538,-0.018600008,-0.015250996,-0.03836177,-0.03099896,0.09479711,0.024293749,-0.08226901,-0.006499083,-0.023799557,0.04084336,-0.023829978,0.10978584,-0.010812719,0.0020797825,-0.024879536,-0.016233623,-0.02505377,-0.0324727,-0.016075822,-0.008106296,0.0049319696,0.21340156,-0.028204052,0.0027453755,-0.031127568,-0.014675654,0.11808404,-0.022849489,-0.0042658662
TARGET-10-PAPISG,-0.008103477,-0.028213046,-0.029866409,-0.014512444,-0.012417823,-0.014269313,-0.025369575,-0.01902395,0.80122817,-0.012468798,0.6163844,-0.030527681,-0.030059308,-0.014219036,-0.0356282,-0.010078019,-0.011165465,-0.016939381,0.5323839,-0.021899618,-0.008224558,0.072236136,0.04303522,-0.03424395,-0.029240435,-0.0059421016,0.2938551,-0.018480161,-0.07417293,-0.018429056,-0.042152017,1.2786665,0.79077834,-0.048251107,0.080634244,-0.009288967,0.0015367246,-0.04864358,-0.037832387,0.07209774,-0.014494511,-0.0679921,0.020366842,-0.032400012,0.0055710627,-0.03166916,-0.014139798,0.00033861492,0.02265043,-0.020196825,-0.01516948,0.0066515934,-0.021063332,-0.02249418,-0.007257539,-0.01601354,0.12765217,-0.007279192,-0.009506336,-0.029268,-0.031398334,0.030283708,0.0049651265,-0.028053677
TARGET-10-PAPJHB,-0.015877668,-0.035376523,-0.030916294,-0.009415026,-0.020745061,-0.019907493,0.046090424,-0.001635907,0.6146606,0.017429203,0.3836724,-0.017558785,-0.035828352,-0.018504437,-0.027641095,0.00048244186,0.0017527062,-0.010813106,0.5221797,-0.011654259,0.051950894,-0.0080063455,-0.02597608,-0.011613041,-0.016581796,0.021696376,0.27800098,-0.006687938,-0.05328749,-0.02095516,-0.031822726,1.1482186,0.5322749,-0.036155917,0.026618505,-0.010508785,-0.012314797,-0.042065565,-0.011951489,0.03685879,-0.020291861,-0.06720803,0.030160215,-0.012724393,-0.009305656,-0.015130548,0.0062134494,-0.014749989,-0.010817461,-0.0046420577,0.02009013,-0.011802372,-0.010905797,-0.005990061,-0.0216122,0.008411507,0.20613682,-0.011237112,0.026895033,-0.02138679,-0.023694888,0.010241102,-0.009417106,0.061450105
TARGET-10-PAPJXI,-0.011273444,-0.038191713,-0.024977554,-0.023263764,-0.014724888,-0.019730344,0.01059366,-0.013359854,0.67336285,-0.020175913,0.416017,-0.027095776,-0.030728374,-0.01949814,-0.030688241,-0.017133925,-0.00887698,0.0012205234,0.43609676,-0.015071881,-0.011734408,0.0014877757,-0.018463323,-0.027312484,-0.027043715,0.03587956,0.22020653,-0.021563966,-0.05744952,-0.02096861,-0.03304148,1.1262779,0.604838,-0.043227233,-0.005817756,0.004406127,0.009728488,-0.045829266,-0.02202914,0.014517557,-0.017283997,-0.06066284,0.10217105,-0.013909394,-0.013169281,0.045007527,-0.014093063,-0.007783537,-0.013203156,-0.019001558,-0.007658114,0.025952455,-0.014158209,0.0004595043,-0.011152998,-0.018517695,0.13458899,-0.010681312,-0.00816004,-0.02998355,-0.026782118,0.019712351,-0.0027345852,0.026412368
TARGET-10-PAPKNC,-0.009870905,-0.044633597,-0.03027026,-0.016819112,-0.015076751,-0.022578977,0.013244994,-0.008494486,0.75463223,-0.018610518,0.48292464,-0.020185009,-0.037526745,-0.017691271,-0.04251067,-0.015385561,-0.017523298,-0.0053034797,0.6070931,0.0454979,-0.011313634,0.087176315,-0.033173963,-0.020346165,-0.024063306,-0.016255606,0.27816182,-0.025252968,-0.05221346,-0.02260755,-0.03633017,1.1943785,0.7014608,-0.052295044,-0.009230012,-0.021423353,-0.023879472,-0.06544779,0.009214671,0.039008394,-0.0149465185,-0.060228683,-0.0091980975,-0.01931367,-0.017245375,-0.034350492,9.2824455e-05,-0.014949535,-0.014797742,-0.022005226,0.02286884,-0.018241774,-0.010961704,-0.025880765,-0.014767115,-0.02413904,0.21327265,-0.026762625,-0.01633672,-0.029346405,-0.031434458,-0.011676455,-0.016928978,-0.01802232
TARGET-10-PAPLDM,0.022731438,-0.023177085,-0.032211654,0.0010281187,-0.020057358,-0.009316622,0.00933206,-0.020270988,0.7466464,0.056122024,0.61147773,0.0370601,-0.023234433,-0.027804498,-0.032395672,-0.013119552,-0.022444598,0.018372554,0.5885186,-0.022414714,0.013191729,0.0149487145,-0.017454721,-0.020306695,0.0023947405,0.029840149,0.34726363,0.02882696,-0.060933154,-0.019699695,-0.027665747,1.1476443,0.7633998,-0.040677577,0.010652978,-0.008744727,-0.019356439,-0.028803993,-0.03519383,0.003332899,-0.021588057,-0.063154615,0.10298406,-0.006185553,0.017516676,0.0266224,0.004925077,-0.01688478,-0.013769919,-0.030179188,0.007371137,-0.027648209,-0.034175463,-0.027385304,-0.017041812,0.031799234,0.13662207,-0.012086261,-0.007744874,-0.002265932,-0.0144599015,-0.0042072455,-0.014088801,0.050548673
TARGET-10-PAPLTZ,-0.012589078,-0.028502636,-0.029671732,-0.014887096,-0.014173842,-0.018783031,-0.014561868,0.0027891663,0.8449968,0.015640758,0.42514274,-0.0052349893,-0.034357306,-0.017624922,-0.032932963,-0.0149944965,-0.004570313,-0.0035246308,0.6057144,-0.00846543,0.027776528,0.042021897,-0.026192207,-0.012939751,-0.030290546,-0.012291653,0.27180237,-0.014196569,-0.06393421,-0.019720307,-0.03626173,1.2109442,0.79017574,-0.047142893,0.008736385,-0.017617425,-0.020739688,-0.05698276,-0.02788692,0.01285303,0.013004923,-0.055398636,0.010674456,-0.018386722,0.0059086755,0.06278284,-0.013072632,-0.014935819,0.020253945,-0.019838618,-0.015414743,-0.018892575,-0.025114026,-0.019300953,0.014014581,-0.011916289,0.2067342,-0.017147657,-0.020223487,-0.021831516,-0.03348439,-0.0067452355,-0.012186093,-0.014284236
TARGET-10-PAPLUG,-0.0023602948,-0.029707624,-0.024485882,-0.010141974,0.002907327,-0.022872584,0.046377257,-0.012370853,0.8163364,-0.010728412,0.500597,-0.02495065,-0.030201113,-0.020578738,-0.024506915,0.0069500282,-0.021224368,0.056850374,0.67221475,0.016723337,-0.016347062,0.04054948,-0.030624023,-0.027755186,-0.030014763,-0.012881656,0.3734457,-0.025367852,-0.05832287,-0.009893653,-0.034689583,1.2058342,0.7968981,-0.049078904,-0.010766692,0.018092688,-0.020937156,-0.05873768,-0.010071097,0.056111664,-0.009364908,-0.060905106,-0.011505926,-0.022521455,0.0018204143,0.034117766,0.0041251024,0.0064636795,0.00731644,-0.008857613,0.005212348,-0.016421499,-0.017826118,-0.024826711,-0.020267434,0.015526315,0.28691557,-0.013447507,-0.011611177,-0.02657473,-0.027665645,-0.019257842,-0.0007920889,-0.008722895
TARGET-10-PAPMVB,0.0021563463,-0.03058863,-0.027293004,-0.022877034,-0.0170072,-0.023920843,-0.01374767,-0.010841522,0.71292794,0.072050124,0.48150203,-0.010445654,-0.036758482,-0.02296118,-0.027963202,-0.019330053,-0.011832791,-0.0106452415,0.5987925,-0.013551536,0.0027105114,0.01774032,-0.029857988,-0.027811758,-0.021369308,-0.004658141,0.25240782,-0.019641107,-0.044142783,-0.016991794,-0.030873269,1.0042367,0.6967586,-0.039762303,0.039443377,-0.007596651,-0.02086288,-0.044066764,-0.029359922,0.02080337,-0.009232303,-0.052894145,-0.0142069,-0.018953353,-0.0063938107,-0.027065545,-0.006817689,0.009444168,0.01859299,-0.021263525,-0.0060062567,-0.003152594,-0.021467738,-0.023511978,-0.00080202427,-0.008573146,0.14791837,-0.010381998,-0.018287426,-0.021825448,-0.021345256,-0.021773636,0.049079224,-0.0006280402
TARGET-10-PAPMYD,-0.004180381,-0.033168018,-0.0328762,0.018623669,-0.03119749,-0.015627487,-0.018696226,-0.008280651,1.0721691,-0.012468106,0.607875,-0.019153913,-0.054997727,-0.032292206,-0.031262588,-0.015820945,-0.018718295,-0.010510334,0.6006681,0.016150478,-0.009992551,0.09873021,-0.03293562,-0.0065905373,-0.035829693,-0.013323369,0.4565657,-0.026975174,-0.08785556,0.012932483,-0.03599485,1.6359444,0.9327361,-0.05316763,-0.0141737955,-0.022977637,-0.027451985,-0.057540316,-0.020910328,0.08060068,-0.018874662,-0.07045557,-0.020647818,-0.03631527,-0.026418267,-0.032152943,0.015229901,-0.014843152,0.0015673926,-0.025005259,0.0021186466,-0.0033438632,-0.02639373,-0.037654407,-0.024351398,-0.023805398,0.3964299,-0.040610515,-0.033006396,-0.034775898,-0.013471652,-0.026332911,-0.013139874,-0.016971178
TARGET-10-PAPNMY,-0.014620302,-0.03611695,-0.0328096,-0.008558269,-0.007283926,-0.0134189,0.09619004,-0.008777255,0.9902478,0.0036958922,0.6024309,-0.019122858,-0.038200475,-0.021037225,-0.038501594,-0.023626175,-0.01908191,-0.01101753,0.79637754,-0.009861069,0.011713949,0.052112233,-0.0059689693,-0.02091726,-0.023195323,0.017321715,0.3586706,-0.023732511,-0.06037087,0.01312044,-0.020675674,1.3798802,0.84588766,-0.041957323,-0.009662498,-0.0065503223,-0.018411431,-0.057704374,-0.02311627,0.08655873,-0.021293778,-0.0766619,-0.0126865525,-0.03186011,-0.014048437,-0.02717003,-0.016234593,-0.017494446,0.0033124376,-0.02232721,-0.015302982,0.025291169,-0.02985466,-0.014534276,-0.023527246,-0.01818338,0.2606733,-0.022933384,-0.011364015,-0.020834906,-0.027959153,-0.022608627,-0.007876135,0.030194622
TARGET-10-PAPNNX,-0.015728217,-0.027569715,-0.020955283,-0.0032279263,-0.0027197343,-0.02292012,-0.017172787,-0.009131996,0.7834761,0.0007093223,0.47625905,-0.012884879,-0.025265252,-0.013824245,-0.03663769,-0.01674864,-0.008429481,0.063051715,0.6480808,0.021518646,0.02543525,0.016059823,0.003254652,-0.01699391,-0.02024185,0.05041275,0.24748352,-0.024168167,-0.06000047,-0.020305842,-0.032857586,1.188961,0.6272861,-0.034555413,0.0069619603,0.006795234,-0.017627012,-0.060755707,-0.00922902,0.077466056,0.007914849,-0.06540688,-0.012099756,-0.029234756,-0.014875878,-0.026753655,0.012971649,-0.0120896995,-0.0072623477,-0.013981322,-0.0033373702,-0.008527937,-0.01825736,-0.030058369,0.00641351,0.006218356,0.19181997,-0.013791215,-0.011766137,-0.031436242,-0.027486604,-0.0018641353,-0.0065319375,-0.021531437
TARGET-10-PAPPGN,0.0012403643,-0.0275629,-0.025801608,0.0034727873,-0.015045027,-0.00799504,0.006022522,-0.010228652,0.7673373,0.082328305,0.5214496,-0.013603724,-0.033550363,-0.02226184,-0.015634835,-0.015430181,-0.013565872,-0.007628168,0.6781298,-0.011017223,0.013110628,-0.011914122,-0.011859834,-0.026457267,-0.016451076,-0.020439493,0.19781688,0.039725013,-0.058417402,-0.020305255,-0.024487972,1.1142943,0.6812329,-0.042328596,0.057133567,-0.011754464,-0.016089072,-0.041483484,-0.024475785,0.098984234,-0.0027826007,-0.052432414,0.016418923,-0.02302431,-0.008775893,-0.026899233,-0.018178606,-0.0124191595,-0.0024414463,-0.0090021705,0.061836902,-0.006656807,-0.025298577,-0.017250445,-0.020503711,0.0064750584,0.3353277,-0.020627579,-0.012806921,-0.012795961,-0.03862551,-0.024479115,-0.009718375,0.047448415
TARGET-10-PAPRCS,0.0117872255,-0.035638507,-0.037283517,0.0025142226,-0.01739037,-0.020227512,0.002023602,0.002099846,0.8247206,-0.003092098,0.57204044,-0.02047535,-0.03672767,-0.013794607,-0.036735285,-0.012518914,-0.012569306,-0.010882769,0.6606407,-0.010838891,-0.0022573867,0.07548431,0.0017346125,-0.030292608,-0.017783402,0.031834003,0.32032356,-0.016536055,-0.07122933,-0.020361371,-0.033720706,1.1438543,0.683567,-0.047208294,0.07780194,0.01736973,-0.01724581,-0.051937226,-0.019949453,0.026234306,-0.016896777,-0.058086343,-0.0065191225,-0.017107725,-0.005637208,-0.034178447,-0.015578808,-0.00892736,-0.015295295,-0.016399845,-0.0048111435,-0.014035513,-0.028415281,-0.02400954,-0.013378124,-0.018612862,0.18415874,-0.02049663,-0.013757376,-0.023754785,-0.038546614,-0.0066492655,-0.0061367047,-0.017181143
